"Year","Grado urbanización","Municipio","GeoCode","Value"
2019,"Zona de densidad intermedia","Paterna de Rivera","A11025",9.3
2019,"Zona de densidad intermedia","Prado del Rey","A11026",6.22
2019,"Ciudades","Puerto de Santa María, El","A11027",5.67
2019,"Zona de densidad intermedia","Puerto Real","A11028",7.12
2019,"Zona de densidad intermedia","Puerto Serrano","A11029",5.64
2019,"Zona de densidad intermedia","Rota","A11030",7.05
2019,"Ciudades","San Fernando","A11031",5.01
2019,"Ciudades","Sanlúcar de Barrameda","A11032",8.12
2019,"Zona de densidad intermedia","San Roque","A11033",9.35
2019,"Zona rural","Setenil de las Bodegas","A11034",7.63
2019,"Zona de densidad intermedia","Tarifa","A11035",11.83
2019,"Zona rural","Torre Alháquime","A11036",15.12
2019,"Zona de densidad intermedia","Trebujena","A11037",15.06
2019,"Zona de densidad intermedia","Ubrique","A11038",4.76
2019,"Zona de densidad intermedia","Vejer de la Frontera","A11039",7.66
2019,"Zona rural","Villaluenga del Rosario","A11040",4.05
2019,"Zona de densidad intermedia","Villamartín","A11041",10.37
2019,"Zona rural","Zahara","A11042",3.74
2019,"Zona de densidad intermedia","Benalup-Casas Viejas","A11901",9.3
2019,"Zona rural","San José del Valle","A11902",8.69
2019,"Zona rural","San Martín del Tesorillo","A11903",6.87
2019,"Zona rural","Adamuz","A14001",7.49
2019,"Zona de densidad intermedia","Aguilar de la Frontera","A14002",8.72
2019,"Zona rural","Alcaracejos","A14003",8.43
2019,"Zona rural","Almedinilla","A14004",6.54
2019,"Zona de densidad intermedia","Almodóvar del Río","A14005",9.3
2019,"Zona rural","Añora","A14006",10.97
2019,"Zona de densidad intermedia","Baena","A14007",8.04
2019,"Zona rural","Belalcázar","A14008",2.74
2019,"Zona rural","Belmez","A14009",3.06
2019,"Zona rural","Benamejí","A14010",11.84
2019,"Zona rural","Blázquez, Los","A14011",6.36
2019,"Zona de densidad intermedia","Bujalance","A14012",5.44
2019,"Zona de densidad intermedia","Cabra","A14013",6.46
2019,"Zona rural","Cañete de las Torres","A14014",5.48
2019,"Zona rural","Carcabuey","A14015",9.04
2019,"Zona rural","Cardeña","A14016",3.76
2019,"Zona de densidad intermedia","Carlota, La","A14017",10.73
2019,"Zona rural","Carpio, El","A14018",8.86
2019,"Zona de densidad intermedia","Castro del Río","A14019",6.93
2019,"Zona rural","Conquista","A14020",3.47
2019,"Ciudades","Córdoba","A14021",6.29
2019,"Zona rural","Doña Mencía","A14022",7.4
2019,"Zona rural","Dos Torres","A14023",5.76
2019,"Zona rural","Encinas Reales","A14024",8.04
2019,"Zona rural","Espejo","A14025",8.91
2019,"Zona rural","Espiel","A14026",6.38
2019,"Zona de densidad intermedia","Fernán-Núñez","A14027",13.32
2019,"Zona rural","Fuente la Lancha","A14028",2.79
2019,"Zona rural","Fuente Obejuna","A14029",4.96
2019,"Zona de densidad intermedia","Fuente Palmera","A14030",12.41
2019,"Zona rural","Fuente-Tójar","A14031",4.32
2019,"Zona rural","Granjuela, La","A14032",5.99
2019,"Zona rural","Guadalcázar","A14033",19.43
2019,"Zona rural","Guijo, El","A14034",6.12
2019,"Zona de densidad intermedia","Hinojosa del Duque","A14035",4.64
2019,"Zona rural","Hornachuelos","A14036",7.28
2019,"Zona rural","Iznájar","A14037",4.83
2019,"Zona de densidad intermedia","Lucena","A14038",8.47
2019,"Zona rural","Luque","A14039",8.38
2019,"Zona de densidad intermedia","Montalbán de Córdoba","A14040",9.94
2019,"Zona rural","Montemayor","A14041",14.08
2019,"Zona de densidad intermedia","Montilla","A14042",7.93
2019,"Zona de densidad intermedia","Montoro","A14043",6.27
2019,"Zona rural","Monturque","A14044",13.19
2019,"Zona rural","Moriles","A14045",7.64
2019,"Zona de densidad intermedia","Nueva Carteya","A14046",7.51
2019,"Zona rural","Obejo","A14047",6.22
2019,"Zona rural","Palenciana","A14048",6.37
2019,"Zona de densidad intermedia","Palma del Río","A14049",5.87
2019,"Zona rural","Pedro Abad","A14050",8.83
2019,"Zona rural","Pedroche","A14051",5.99
2019,"Zona de densidad intermedia","Peñarroya-Pueblonuevo","A14052",3.79
2019,"Zona de densidad intermedia","Posadas","A14053",7.31
2019,"Zona de densidad intermedia","Pozoblanco","A14054",8.85
2019,"Zona de densidad intermedia","Priego de Córdoba","A14055",6.99
2019,"Zona de densidad intermedia","Puente Genil","A14056",8.98
2019,"Zona de densidad intermedia","Rambla, La","A14057",11.04
2019,"Zona de densidad intermedia","Rute","A14058",9.23
2019,"Zona rural","San Sebastián de los Ballesteros","A14059",8.89
2019,"Zona rural","Santaella","A14060",8.53
2019,"Zona rural","Santa Eufemia","A14061",2.4
2019,"Zona rural","Torrecampo","A14062",5.26
2019,"Zona rural","Valenzuela","A14063",5.46
2019,"Zona rural","Valsequillo","A14064",3.13
2019,"Zona rural","Victoria, La","A14065",13.9
2019,"Zona de densidad intermedia","Villa del Río","A14066",6.58
2019,"Zona rural","Villafranca de Córdoba","A14067",16.41
2019,"Zona rural","Villaharta","A14068",3.76
2019,"Zona de densidad intermedia","Villanueva de Córdoba","A14069",3.48
2019,"Zona rural","Villanueva del Duque","A14070",4.87
2019,"Zona rural","Villanueva del Rey","A14071",5.78
2019,"Zona rural","Villaralto","A14072",2.39
2019,"Zona rural","Villaviciosa de Córdoba","A14073",4.14
2019,"Zona rural","Viso, El","A14074",7.94
2019,"Zona rural","Zuheros","A14075",1.94
2019,"Zona rural","Fuente Carreteros","A14901",12.55
2019,"Zona rural","Guijarrosa, La","A14902",10.68
2019,"Zona rural","Agrón","A18001",1.82
2019,"Zona rural","Alamedilla","A18002",3.27
2019,"Zona de densidad intermedia","Albolote","A18003",13.45
2019,"Zona rural","Albondón","A18004",9.96
2019,"Zona rural","Albuñán","A18005",8
2019,"Zona rural","Albuñol","A18006",7.81
2019,"Zona rural","Albuñuelas","A18007",2.57
2019,"Zona rural","Aldeire","A18010",7.15
2019,"Zona de densidad intermedia","Alfacar","A18011",9.72
2019,"Zona rural","Algarinejo","A18012",3.21
2019,"Zona rural","Alhama de Granada","A18013",6.69
2019,"Zona de densidad intermedia","Alhendín","A18014",34.95
2019,"Zona rural","Alicún de Ortega","A18015",2.11
2019,"Zona rural","Almegíjar","A18016",2.37
2019,"Zona de densidad intermedia","Almuñécar","A18017",3.97
2019,"Zona rural","Alquife","A18018",3.21
2019,"Zona rural","Arenas del Rey","A18020",5.07
2019,"Ciudades","Armilla","A18021",12.11
2019,"Zona de densidad intermedia","Atarfe","A18022",26.76
2019,"Zona de densidad intermedia","Baza","A18023",7.27
2019,"Zona rural","Beas de Granada","A18024",6.98
2019,"Zona rural","Beas de Guadix","A18025",4.55
2019,"Zona rural","Benalúa","A18027",7.06
2019,"Zona rural","Benalúa de las Villas","A18028",4.09
2019,"Zona rural","Benamaurel","A18029",6.4
2019,"Zona rural","Bérchules","A18030",7.07
2019,"Zona rural","Bubión","A18032",1.54
2019,"Zona rural","Busquístar","A18033",12.54
2019,"Zona rural","Cacín","A18034",2.07
2019,"Zona rural","Cádiar","A18035",4.07
2019,"Ciudades","Cájar","A18036",13.66
2019,"Zona rural","Calicasas","A18037",29.93
2019,"Zona rural","Campotéjar","A18038",4.94
2019,"Zona rural","Caniles","A18039",6.07
2019,"Zona rural","Cáñar","A18040",12.95
2019,"Zona rural","Capileira","A18042",8.24
2019,"Zona rural","Carataunas","A18043",28.57
2019,"Zona rural","Cástaras","A18044",2.95
2019,"Zona rural","Castilléjar","A18045",4.96
2019,"Zona rural","Castril","A18046",6.12
2019,"Zona de densidad intermedia","Cenes de la Vega","A18047",4.62
2019,"Zona rural","Cijuela","A18048",25.47
2019,"Zona rural","Cogollos de Guadix","A18049",8.39
2019,"Zona de densidad intermedia","Cogollos de la Vega","A18050",17.61
2019,"Zona rural","Colomera","A18051",7.85
2019,"Zona rural","Cortes de Baza","A18053",3.41
2019,"Zona rural","Cortes y Graena","A18054",3.67
2019,"Zona rural","Cúllar","A18056",5.12
2019,"Zona de densidad intermedia","Cúllar Vega","A18057",7.1
2019,"Zona de densidad intermedia","Chauchina","A18059",8
2019,"Zona rural","Chimeneas","A18061",4.39
2019,"Ciudades","Churriana de la Vega","A18062",16.17
2019,"Zona rural","Darro","A18063",6.59
2019,"Zona rural","Dehesas de Guadix","A18064",1.47
2019,"Zona rural","Dehesas Viejas","A18065",6.67
2019,"Zona rural","Deifontes","A18066",6.44
2019,"Zona rural","Diezma","A18067",8.08
2019,"Zona rural","Dílar","A18068",15.57
2019,"Zona rural","Dólar","A18069",11.13
2019,"Zona rural","Dúdar","A18070",6.41
2019,"Zona de densidad intermedia","Dúrcal","A18071",7.82
2019,"Zona rural","Escúzar","A18072",9.01
2019,"Zona rural","Ferreira","A18074",4.7
2019,"Zona rural","Fonelas","A18076",4.66
2019,"Zona rural","Fornes","A18077",9.65
2019,"Zona rural","Freila","A18078",7.22
2019,"Zona de densidad intermedia","Fuente Vaqueros","A18079",9.53
2019,"Zona rural","Galera","A18082",4.14
2019,"Zona rural","Gobernador","A18083",1.55
2019,"Ciudades","Gójar","A18084",11.9
2019,"Zona rural","Gor","A18085",2.78
2019,"Zona rural","Gorafe","A18086",0.79
2019,"Ciudades","Granada","A18087",5.2
2019,"Zona rural","Guadahortuna","A18088",2.68
2019,"Zona de densidad intermedia","Guadix","A18089",6.32
2019,"Zona rural","Gualchos","A18093",6.67
2019,"Zona rural","Güéjar Sierra","A18094",13.95
2019,"Zona rural","Güevéjar","A18095",13.46
2019,"Zona rural","Huélago","A18096",3.04
2019,"Zona rural","Huéneja","A18097",8.62
2019,"Zona de densidad intermedia","Huéscar","A18098",7.65
2019,"Zona rural","Huétor de Santillán","A18099",6.51
2019,"Zona de densidad intermedia","Huétor Tájar","A18100",10.83
2019,"Ciudades","Huétor Vega","A18101",10.58
2019,"Zona rural","Íllora","A18102",6.76
2019,"Zona rural","Ítrabo","A18103",17.48
2019,"Zona de densidad intermedia","Iznalloz","A18105",9.85
2019,"Zona rural","Játar","A18106",13.13
2019,"Zona rural","Jayena","A18107",4.63
2019,"Zona rural","Jérez del Marquesado","A18108",6.87
2019,"Zona rural","Jete","A18109",5.18
2019,"Zona rural","Jun","A18111",13.85
2019,"Zona rural","Juviles","A18112",4.55
2019,"Zona rural","Calahorra, La","A18114",8.35
2019,"Zona rural","Láchar","A18115",35.82
2019,"Zona rural","Lanjarón","A18116",5.27
2019,"Zona rural","Lanteira","A18117",7.83
2019,"Zona rural","Lecrín","A18119",8.2
2019,"Zona rural","Lentegí","A18120",12.6
2019,"Zona rural","Lobras","A18121",3.5
2019,"Zona de densidad intermedia","Loja","A18122",9.25
2019,"Zona rural","Lugros","A18123",7.19
2019,"Zona rural","Lújar","A18124",2.96
2019,"Zona rural","Malahá, La","A18126",10.27
2019,"Ciudades","Maracena","A18127",8.4
2019,"Zona rural","Marchal","A18128",7.07
2019,"Zona rural","Moclín","A18132",5.26
2019,"Zona rural","Molvízar","A18133",10.08
2019,"Ciudades","Monachil","A18134",9.48
2019,"Zona rural","Montefrío","A18135",3
2019,"Zona rural","Montejícar","A18136",4.68
2019,"Zona rural","Montillana","A18137",5.88
2019,"Zona rural","Moraleda de Zafayona","A18138",7.35
2019,"Zona de densidad intermedia","Motril","A18140",7.75
2019,"Zona rural","Murtas","A18141",7.78
2019,"Zona rural","Nigüelas","A18143",12.51
2019,"Zona de densidad intermedia","Nívar","A18144",7.67
2019,"Ciudades","Ogíjares","A18145",7.33
2019,"Zona rural","Orce","A18146",5.06
2019,"Zona rural","Órgiva","A18147",5.85
2019,"Zona rural","Otívar","A18148",6.64
2019,"Zona de densidad intermedia","Villa de Otura","A18149",9.74
2019,"Zona de densidad intermedia","Padul","A18150",13.14
2019,"Zona rural","Pampaneira","A18151",3.65
2019,"Zona rural","Pedro Martínez","A18152",2.53
2019,"Zona de densidad intermedia","Peligros","A18153",6.44
2019,"Zona rural","Peza, La","A18154",3.94
2019,"Zona rural","Pinos Genil","A18157",19.52
2019,"Zona de densidad intermedia","Pinos Puente","A18158",5.59
2019,"Zona rural","Píñar","A18159",1.72
2019,"Zona rural","Polícar","A18161",6.67
2019,"Zona rural","Polopos","A18162",5.22
2019,"Zona rural","Pórtugos","A18163",1.99
2019,"Zona rural","Puebla de Don Fadrique","A18164",10.29
2019,"Ciudades","Pulianas","A18165",11.91
2019,"Zona rural","Purullena","A18167",4.98
2019,"Zona rural","Quéntar","A18168",5.25
2019,"Zona rural","Rubite","A18170",3.13
2019,"Zona rural","Salar","A18171",9.02
2019,"Zona de densidad intermedia","Salobreña","A18173",6.77
2019,"Zona rural","Santa Cruz del Comercio","A18174",9.38
2019,"Zona de densidad intermedia","Santa Fe","A18175",11.29
2019,"Zona rural","Soportújar","A18176",6.69
2019,"Zona rural","Sorvilán","A18177",11.98
2019,"Zona rural","Torre-Cardela","A18178",3.99
2019,"Zona rural","Torvizcón","A18179",1.93
2019,"Zona rural","Trevélez","A18180",7.32
2019,"Zona rural","Turón","A18181",4.37
2019,"Zona rural","Ugíjar","A18182",6.14
2019,"Zona rural","Válor","A18183",5.52
2019,"Zona rural","Vélez de Benaudalla","A18184",23.52
2019,"Zona rural","Ventas de Huelma","A18185",5.97
2019,"Zona rural","Villanueva de las Torres","A18187",4.07
2019,"Zona rural","Villanueva Mesía","A18188",9.33
2019,"Zona de densidad intermedia","Víznar","A18189",11.07
2019,"Zona rural","Zafarraya","A18192",6.5
2019,"Ciudades","Zubia, La","A18193",13.45
2019,"Zona rural","Zújar","A18194",6.09
2019,"Zona rural","Taha, La","A18901",1.65
2019,"Zona rural","Valle, El","A18902",9.61
2019,"Zona rural","Nevada","A18903",8.51
2019,"Zona rural","Alpujarra de la Sierra","A18904",8.41
2019,"Ciudades","Gabias, Las","A18905",20.73
2019,"Zona rural","Guájares, Los","A18906",6.4
2019,"Zona rural","Valle del Zalabí","A18907",7.49
2019,"Zona de densidad intermedia","Villamena","A18908",7.57
2019,"Zona rural","Morelábor","A18909",1.66
2019,"Zona rural","Pinar, El","A18910",5.76
2019,"Zona de densidad intermedia","Vegas del Genil","A18911",16.63
2019,"Zona rural","Cuevas del Campo","A18912",2.67
2019,"Zona rural","Zagra","A18913",1.46
2019,"Zona rural","Valderrubio","A18914",7.75
2019,"Zona rural","Domingo Pérez de Granada","A18915",0.53
2019,"Zona rural","Torrenueva Costa","A18916",6.96
2019,"Zona rural","Alájar","A21001",2.48
2019,"Zona de densidad intermedia","Aljaraque","A21002",15.32
2019,"Zona rural","Almendro, El","A21003",8.87
2019,"Zona rural","Almonaster la Real","A21004",3.85
2019,"Zona de densidad intermedia","Almonte","A21005",5.4
2019,"Zona rural","Alosno","A21006",8.59
2019,"Zona de densidad intermedia","Aracena","A21007",19.03
2019,"Zona rural","Aroche","A21008",8.67
2019,"Zona rural","Arroyomolinos de León","A21009",5.28
2019,"Zona de densidad intermedia","Ayamonte","A21010",12.4
2019,"Zona rural","Beas","A21011",4.99
2019,"Zona rural","Berrocal","A21012",6.02
2019,"Zona de densidad intermedia","Bollullos Par del Condado","A21013",8.74
2019,"Zona de densidad intermedia","Bonares","A21014",9.25
2019,"Zona rural","Cabezas Rubias","A21015",4.23
2019,"Zona rural","Cala","A21016",4.53
2019,"Zona rural","Calañas","A21017",9.63
2019,"Zona rural","Campillo, El","A21018",6.66
2019,"Zona rural","Campofrío","A21019",5.75
2019,"Zona rural","Cañaveral de León","A21020",18.97
2019,"Zona de densidad intermedia","Cartaya","A21021",8.62
2019,"Zona rural","Castaño del Robledo","A21022",8.33
2019,"Zona rural","Cerro de Andévalo, El","A21023",5.13
2019,"Zona rural","Corteconcepción","A21024",7.36
2019,"Zona rural","Cortegana","A21025",7.61
2019,"Zona rural","Cortelazor","A21026",8.06
2019,"Zona rural","Cumbres de Enmedio","A21027",3.08
2019,"Zona rural","Cumbres de San Bartolomé","A21028",2.28
2019,"Zona rural","Cumbres Mayores","A21029",4.4
2019,"Zona rural","Chucena","A21030",5.52
2019,"Zona rural","Encinasola","A21031",0.84
2019,"Zona de densidad intermedia","Escacena del Campo","A21032",8.44
2019,"Zona rural","Fuenteheridos","A21033",10.93
2019,"Zona rural","Galaroza","A21034",4.51
2019,"Zona de densidad intermedia","Gibraleón","A21035",7.82
2019,"Zona rural","Granada de Río-Tinto, La","A21036",4.24
2019,"Zona rural","Granado, El","A21037",6.08
2019,"Zona rural","Higuera de la Sierra","A21038",16.24
2019,"Zona rural","Hinojales","A21039",6.6
2019,"Zona rural","Hinojos","A21040",12.85
2019,"Ciudades","Huelva","A21041",5.22
2019,"Zona de densidad intermedia","Isla Cristina","A21042",4.89
2019,"Zona rural","Jabugo","A21043",3.77
2019,"Zona de densidad intermedia","Lepe","A21044",5.56
2019,"Zona rural","Linares de la Sierra","A21045",8.65
2019,"Zona rural","Lucena del Puerto","A21046",8.27
2019,"Zona rural","Manzanilla","A21047",11.42
2019,"Zona rural","Marines, Los","A21048",8.29
2019,"Zona rural","Minas de Riotinto","A21049",1.64
2019,"Zona de densidad intermedia","Moguer","A21050",5.29
2019,"Zona rural","Nava, La","A21051",6.59
2019,"Zona rural","Nerva","A21052",3.37
2019,"Zona rural","Niebla","A21053",4.21
2019,"Zona de densidad intermedia","Palma del Condado, La","A21054",12.99
2019,"Zona de densidad intermedia","Palos de la Frontera","A21055",8.04
2019,"Zona de densidad intermedia","Paterna del Campo","A21056",10.47
2019,"Zona rural","Paymogo","A21057",2.72
2019,"Zona rural","Puebla de Guzmán","A21058",9.07
2019,"Zona rural","Puerto Moral","A21059",10.12
2019,"Zona de densidad intermedia","Punta Umbría","A21060",6.21
2019,"Zona de densidad intermedia","Rociana del Condado","A21061",12.87
2019,"Zona rural","Rosal de la Frontera","A21062",6.62
2019,"Zona rural","San Bartolomé de la Torre","A21063",14.31
2019,"Zona de densidad intermedia","San Juan del Puerto","A21064",8.44
2019,"Zona rural","Sanlúcar de Guadiana","A21065",8.98
2019,"Zona rural","San Silvestre de Guzmán","A21066",6.99
2019,"Zona rural","Santa Ana la Real","A21067",13.99
2019,"Zona rural","Santa Bárbara de Casa","A21068",4.9
2019,"Zona rural","Santa Olalla del Cala","A21069",5.51
2019,"Zona de densidad intermedia","Trigueros","A21070",12.7
2019,"Zona rural","Valdelarco","A21071",5.12
2019,"Zona de densidad intermedia","Valverde del Camino","A21072",7.69
2019,"Zona rural","Villablanca","A21073",9.68
2019,"Zona rural","Villalba del Alcor","A21074",6.32
2019,"Zona rural","Villanueva de las Cruces","A21075",6.81
2019,"Zona rural","Villanueva de los Castillejos","A21076",10.08
2019,"Zona rural","Villarrasa","A21077",4.89
2019,"Zona rural","Zalamea la Real","A21078",3.17
2019,"Zona rural","Zufre","A21079",7.11
2019,"Zona rural","Zarza-Perrunal, La","A21902",3.31
2019,"Zona rural","Albanchez de Mágina","A23001",3.08
2019,"Zona de densidad intermedia","Alcalá la Real","A23002",5.65
2019,"Zona de densidad intermedia","Alcaudete","A23003",4.87
2019,"Zona rural","Aldeaquemada","A23004",4.59
2019,"Zona de densidad intermedia","Andújar","A23005",5.44
2019,"Zona de densidad intermedia","Arjona","A23006",5.82
2019,"Zona rural","Arjonilla","A23007",7.81
2019,"Zona rural","Arquillos","A23008",3.55
2019,"Zona de densidad intermedia","Baeza","A23009",10.12
2019,"Zona de densidad intermedia","Bailén","A23010",6.19
2019,"Zona rural","Baños de la Encina","A23011",5.32
2019,"Zona rural","Beas de Segura","A23012",3.84
2019,"Zona rural","Begíjar","A23014",6.57
2019,"Zona rural","Bélmez de la Moraleda","A23015",2.41
2019,"Zona rural","Benatae","A23016",4.67
2019,"Zona rural","Cabra del Santo Cristo","A23017",4.22
2019,"Zona rural","Cambil","A23018",8.51
2019,"Zona rural","Campillo de Arenas","A23019",4.66
2019,"Zona de densidad intermedia","Canena","A23020",5.12
2019,"Zona rural","Carboneros","A23021",3.09
2019,"Zona de densidad intermedia","Carolina, La","A23024",6.98
2019,"Zona rural","Castellar","A23025",3.45
2019,"Zona rural","Castillo de Locubín","A23026",3.78
2019,"Zona rural","Cazalilla","A23027",4.35
2019,"Zona de densidad intermedia","Cazorla","A23028",5.96
2019,"Zona rural","Chiclana de Segura","A23029",3.26
2019,"Zona rural","Chilluévar","A23030",7.23
2019,"Zona rural","Escañuela","A23031",5.22
2019,"Zona rural","Espeluy","A23032",2.41
2019,"Zona rural","Frailes","A23033",9.46
2019,"Zona rural","Fuensanta de Martos","A23034",5.25
2019,"Zona rural","Fuerte del Rey","A23035",11.18
2019,"Zona rural","Génave","A23037",3.31
2019,"Zona rural","Guardia de Jaén, La","A23038",15.56
2019,"Zona rural","Guarromán","A23039",2.99
2019,"Zona rural","Lahiguera","A23040",4.82
2019,"Zona rural","Higuera de Calatrava","A23041",6.62
2019,"Zona rural","Hinojares","A23042",1.93
2019,"Zona rural","Hornos","A23043",2.04
2019,"Zona de densidad intermedia","Huelma","A23044",5.68
2019,"Zona rural","Huesa","A23045",6.02
2019,"Zona rural","Ibros","A23046",4.92
2019,"Zona rural","Iruela, La","A23047",10.87
2019,"Zona rural","Iznatoraf","A23048",3.42
