"Year","Grado urbanización","Municipio","GeoCode","Value"
2020,"Zona rural","Serón","A04083",98.7
2020,"Zona rural","Sierro","A04084",100
2020,"Zona rural","Somontín","A04085",9.9558
2020,"Zona rural","Sorbas","A04086",97.7723
2020,"Zona rural","Suflí","A04087",5.1887
2020,"Zona rural","Tabernas","A04088",25.8991
2020,"Zona rural","Taberno","A04089",39.8558
2020,"Zona rural","Tahal","A04090",99.7354
2020,"Zona rural","Terque","A04091",1.3263
2020,"Zona rural","Tíjola","A04092",15.6382
2020,"Zona rural","Turre","A04093",60.8384
2020,"Zona rural","Turrillas","A04094",100
2020,"Zona rural","Uleila del Campo","A04095",11.4793
2020,"Zona rural","Urrácal","A04096",5.0704
2020,"Zona rural","Velefique","A04097",100
2020,"Zona rural","Vélez-Blanco","A04098",28.5714
2020,"Zona de densidad intermedia","Vélez-Rubio","A04099",11.1704
2020,"Zona de densidad intermedia","Vera","A04100",14.5206
2020,"Ciudades","Viator","A04101",14.2376
2020,"Ciudades","Vícar","A04102",16.1547
2020,"Zona rural","Zurgena","A04103",91.3073
2020,"Zona rural","Tres Villas, Las","A04901",99.3139
2020,"Zona de densidad intermedia","Ejido, El","A04902",8.884
2020,"Zona de densidad intermedia","Mojonera, La","A04903",29.9077
2020,"Zona rural","Balanegra","A04904",100
2020,"Zona rural","Alcalá de los Gazules","A11001",15.8606
2020,"Zona rural","Alcalá del Valle","A11002",19.996
2020,"Zona rural","Algar","A11003",2.6499
2020,"Ciudades","Algeciras","A11004",23.8651
2020,"Zona rural","Algodonales","A11005",95.556
2020,"Zona de densidad intermedia","Arcos de la Frontera","A11006",11.8999
2020,"Zona de densidad intermedia","Barbate","A11007",2.1719
2020,"Zona de densidad intermedia","Barrios, Los","A11008",3.6914
2020,"Zona rural","Benaocaz","A11009",93.5673
2020,"Zona de densidad intermedia","Bornos","A11010",0.2869
2020,"Zona rural","Bosque, El","A11011",0
2020,"Ciudades","Cádiz","A11012",0
2020,"Zona rural","Castellar de la Frontera","A11013",0.2618
2020,"Zona de densidad intermedia","Conil de la Frontera","A11014",25.4759
2020,"Ciudades","Chiclana de la Frontera","A11015",26.6529
2020,"Zona de densidad intermedia","Chipiona","A11016",18.3195
2020,"Zona rural","Espera","A11017",3.8083
2020,"Zona rural","Gastor, El","A11018",4.6075
2020,"Zona rural","Grazalema","A11019",0.0978
2020,"Ciudades","Jerez de la Frontera","A11020",4.4976
2020,"Zona rural","Jimena de la Frontera","A11021",68.8539
2020,"Ciudades","Línea de la Concepción, La","A11022",56.383
2020,"Zona de densidad intermedia","Medina Sidonia","A11023",5.9189
2020,"Zona de densidad intermedia","Olvera","A11024",9.5203
2020,"Zona de densidad intermedia","Paterna de Rivera","A11025",1.5314
2020,"Zona de densidad intermedia","Prado del Rey","A11026",0.3003
2020,"Ciudades","Puerto de Santa María, El","A11027",14.7584
2020,"Zona de densidad intermedia","Puerto Real","A11028",3.1925
2020,"Zona de densidad intermedia","Puerto Serrano","A11029",0.5039
2020,"Zona de densidad intermedia","Rota","A11030",7.2356
2020,"Ciudades","San Fernando","A11031",1.0582
2020,"Ciudades","Sanlúcar de Barrameda","A11032",19.477
2020,"Zona de densidad intermedia","San Roque","A11033",35.311
2020,"Zona rural","Setenil de las Bodegas","A11034",100
2020,"Zona de densidad intermedia","Tarifa","A11035",12.2521
2020,"Zona rural","Torre Alháquime","A11036",100
2020,"Zona de densidad intermedia","Trebujena","A11037",0.1136
2020,"Zona de densidad intermedia","Ubrique","A11038",2.2177
2020,"Zona de densidad intermedia","Vejer de la Frontera","A11039",7.9457
2020,"Zona rural","Villaluenga del Rosario","A11040",0
2020,"Zona de densidad intermedia","Villamartín","A11041",0.8132
2020,"Zona rural","Zahara","A11042",93.9828
2020,"Zona de densidad intermedia","Benalup-Casas Viejas","A11901",3.8234
2020,"Zona rural","San José del Valle","A11902",15.5747
2020,"Zona rural","San Martín del Tesorillo","A11903",67.5949
2020,"Zona rural","Adamuz","A14001",0
2020,"Zona de densidad intermedia","Aguilar de la Frontera","A14002",98.7323
2020,"Zona rural","Alcaracejos","A14003",1.4113
2020,"Zona rural","Almedinilla","A14004",25.8785
2020,"Zona de densidad intermedia","Almodóvar del Río","A14005",19.4851
2020,"Zona rural","Añora","A14006",0
2020,"Zona de densidad intermedia","Baena","A14007",8.3986
2020,"Zona rural","Belalcázar","A14008",0.8931
2020,"Zona rural","Belmez","A14009",17.5331
2020,"Zona rural","Benamejí","A14010",14.4787
2020,"Zona rural","Blázquez, Los","A14011",0
2020,"Zona de densidad intermedia","Bujalance","A14012",3.2454
2020,"Zona de densidad intermedia","Cabra","A14013",2.7232
2020,"Zona rural","Cañete de las Torres","A14014",0
2020,"Zona rural","Carcabuey","A14015",2.9992
2020,"Zona rural","Cardeña","A14016",1.6711
2020,"Zona de densidad intermedia","Carlota, La","A14017",44.3552
2020,"Zona rural","Carpio, El","A14018",7.4201
2020,"Zona de densidad intermedia","Castro del Río","A14019",5.7454
2020,"Zona rural","Conquista","A14020",0.2639
2020,"Ciudades","Córdoba","A14021",6.4632
2020,"Zona rural","Doña Mencía","A14022",0
2020,"Zona rural","Dos Torres","A14023",0.0414
2020,"Zona rural","Encinas Reales","A14024",3.6922
2020,"Zona rural","Espejo","A14025",0.06
2020,"Zona rural","Espiel","A14026",8.5631
2020,"Zona de densidad intermedia","Fernán-Núñez","A14027",1.045
2020,"Zona rural","Fuente la Lancha","A14028",0
2020,"Zona rural","Fuente Obejuna","A14029",49.9674
2020,"Zona de densidad intermedia","Fuente Palmera","A14030",36.67
2020,"Zona rural","Fuente-Tójar","A14031",2.5298
2020,"Zona rural","Granjuela, La","A14032",0
2020,"Zona rural","Guadalcázar","A14033",1.0082
2020,"Zona rural","Guijo, El","A14034",100
2020,"Zona de densidad intermedia","Hinojosa del Duque","A14035",12.2644
2020,"Zona rural","Hornachuelos","A14036",15.8688
2020,"Zona rural","Iznájar","A14037",42.2073
2020,"Zona de densidad intermedia","Lucena","A14038",7.3068
2020,"Zona rural","Luque","A14039",95.7933
2020,"Zona de densidad intermedia","Montalbán de Córdoba","A14040",7.3823
2020,"Zona rural","Montemayor","A14041",0.7492
2020,"Zona de densidad intermedia","Montilla","A14042",5.1439
2020,"Zona de densidad intermedia","Montoro","A14043",58.7125
2020,"Zona rural","Monturque","A14044",8.2909
2020,"Zona rural","Moriles","A14045",15.0278
2020,"Zona de densidad intermedia","Nueva Carteya","A14046",0
2020,"Zona rural","Obejo","A14047",38.4615
2020,"Zona rural","Palenciana","A14048",0
2020,"Zona de densidad intermedia","Palma del Río","A14049",1.4564
2020,"Zona rural","Pedro Abad","A14050",2.3313
2020,"Zona rural","Pedroche","A14051",0
2020,"Zona de densidad intermedia","Peñarroya-Pueblonuevo","A14052",2.514
2020,"Zona de densidad intermedia","Posadas","A14053",2.0606
2020,"Zona de densidad intermedia","Pozoblanco","A14054",0.0873
2020,"Zona de densidad intermedia","Priego de Córdoba","A14055",14.1989
2020,"Zona de densidad intermedia","Puente Genil","A14056",7.4083
2020,"Zona de densidad intermedia","Rambla, La","A14057",1.8651
2020,"Zona de densidad intermedia","Rute","A14058",15.8653
2020,"Zona rural","San Sebastián de los Ballesteros","A14059",94.9005
2020,"Zona rural","Santaella","A14060",6.4759
2020,"Zona rural","Santa Eufemia","A14061",0
2020,"Zona rural","Torrecampo","A14062",0.0942
2020,"Zona rural","Valenzuela","A14063",0.2625
2020,"Zona rural","Valsequillo","A14064",0
2020,"Zona rural","Victoria, La","A14065",5.6612
2020,"Zona de densidad intermedia","Villa del Río","A14066",0.0422
2020,"Zona rural","Villafranca de Córdoba","A14067",49.3627
2020,"Zona rural","Villaharta","A14068",1.4493
2020,"Zona de densidad intermedia","Villanueva de Córdoba","A14069",0
2020,"Zona rural","Villanueva del Duque","A14070",0
2020,"Zona rural","Villanueva del Rey","A14071",83.8123
2020,"Zona rural","Villaralto","A14072",10.0623
2020,"Zona rural","Villaviciosa de Córdoba","A14073",2.974
2020,"Zona rural","Viso, El","A14074",0
2020,"Zona rural","Zuheros","A14075",0
2020,"Zona rural","Fuente Carreteros","A14901",100
2020,"Zona rural","Guijarrosa, La","A14902",100
2020,"Zona rural","Agrón","A18001",100
2020,"Zona rural","Alamedilla","A18002",100
2020,"Zona de densidad intermedia","Albolote","A18003",1.8306
2020,"Zona rural","Albondón","A18004",98.2074
2020,"Zona rural","Albuñán","A18005",7.6543
2020,"Zona rural","Albuñol","A18006",47.8523
2020,"Zona rural","Albuñuelas","A18007",46.4368
2020,"Zona rural","Aldeire","A18010",0
2020,"Zona de densidad intermedia","Alfacar","A18011",27.067
2020,"Zona rural","Algarinejo","A18012",45.9703
2020,"Zona rural","Alhama de Granada","A18013",16.5357
2020,"Zona de densidad intermedia","Alhendín","A18014",6.611
2020,"Zona rural","Alicún de Ortega","A18015",0
2020,"Zona rural","Almegíjar","A18016",100
2020,"Zona de densidad intermedia","Almuñécar","A18017",42.2164
2020,"Zona rural","Alquife","A18018",2.3102
2020,"Zona rural","Arenas del Rey","A18020",12.4066
2020,"Ciudades","Armilla","A18021",1.0424
2020,"Zona de densidad intermedia","Atarfe","A18022",0.7541
2020,"Zona de densidad intermedia","Baza","A18023",20.7547
2020,"Zona rural","Beas de Granada","A18024",16.5988
2020,"Zona rural","Beas de Guadix","A18025",52.2659
2020,"Zona rural","Benalúa","A18027",69.982
2020,"Zona rural","Benalúa de las Villas","A18028",71.7065
2020,"Zona rural","Benamaurel","A18029",63.1602
2020,"Zona rural","Bérchules","A18030",95.4545
2020,"Zona rural","Bubión","A18032",2.5316
2020,"Zona rural","Busquístar","A18033",82.9268
2020,"Zona rural","Cacín","A18034",0
2020,"Zona rural","Cádiar","A18035",73.1918
2020,"Ciudades","Cájar","A18036",36.2176
2020,"Zona rural","Calicasas","A18037",100
2020,"Zona rural","Campotéjar","A18038",10.628
2020,"Zona rural","Caniles","A18039",15.2068
2020,"Zona rural","Cáñar","A18040",40.25
2020,"Zona rural","Capileira","A18042",0
2020,"Zona rural","Carataunas","A18043",32.9897
2020,"Zona rural","Cástaras","A18044",90.5138
2020,"Zona rural","Castilléjar","A18045",97.6155
2020,"Zona rural","Castril","A18046",62.8666
2020,"Zona de densidad intermedia","Cenes de la Vega","A18047",0
2020,"Zona rural","Cijuela","A18048",0.5692
2020,"Zona rural","Cogollos de Guadix","A18049",84.1246
2020,"Zona de densidad intermedia","Cogollos de la Vega","A18050",39.9116
2020,"Zona rural","Colomera","A18051",69.8328
2020,"Zona rural","Cortes de Baza","A18053",49.23
2020,"Zona rural","Cortes y Graena","A18054",27.8557
2020,"Zona rural","Cúllar","A18056",11.5562
2020,"Zona de densidad intermedia","Cúllar Vega","A18057",25.0372
2020,"Zona de densidad intermedia","Chauchina","A18059",7.2148
2020,"Zona rural","Chimeneas","A18061",33.5956
2020,"Ciudades","Churriana de la Vega","A18062",21.3245
2020,"Zona rural","Darro","A18063",46.1443
2020,"Zona rural","Dehesas de Guadix","A18064",16.9048
2020,"Zona rural","Dehesas Viejas","A18065",100
2020,"Zona rural","Deifontes","A18066",23.4464
2020,"Zona rural","Diezma","A18067",91.9192
2020,"Zona rural","Dílar","A18068",83.4536
2020,"Zona rural","Dólar","A18069",100
2020,"Zona rural","Dúdar","A18070",0
2020,"Zona de densidad intermedia","Dúrcal","A18071",19.6894
2020,"Zona rural","Escúzar","A18072",0
2020,"Zona rural","Ferreira","A18074",0
2020,"Zona rural","Fonelas","A18076",62.0654
2020,"Zona rural","Fornes","A18077",100
2020,"Zona rural","Freila","A18078",13.2898
2020,"Zona de densidad intermedia","Fuente Vaqueros","A18079",0.09
2020,"Zona rural","Galera","A18082",37.1503
2020,"Zona rural","Gobernador","A18083",100
2020,"Ciudades","Gójar","A18084",9.0753
2020,"Zona rural","Gor","A18085",34.6806
2020,"Zona rural","Gorafe","A18086",100
2020,"Ciudades","Granada","A18087",0.3969
2020,"Zona rural","Guadahortuna","A18088",1.2239
2020,"Zona de densidad intermedia","Guadix","A18089",16.3274
2020,"Zona rural","Gualchos","A18093",90.8631
2020,"Zona rural","Güéjar Sierra","A18094",21.9264
2020,"Zona rural","Güevéjar","A18095",23.3821
2020,"Zona rural","Huélago","A18096",97.3171
2020,"Zona rural","Huéneja","A18097",100
2020,"Zona de densidad intermedia","Huéscar","A18098",41.038
2020,"Zona rural","Huétor de Santillán","A18099",93.284
2020,"Zona de densidad intermedia","Huétor Tájar","A18100",1.3788
2020,"Ciudades","Huétor Vega","A18101",0.0582
2020,"Zona rural","Íllora","A18102",25.3211
2020,"Zona rural","Ítrabo","A18103",100
2020,"Zona de densidad intermedia","Iznalloz","A18105",50.8452
2020,"Zona rural","Játar","A18106",100
2020,"Zona rural","Jayena","A18107",19.3849
2020,"Zona rural","Jérez del Marquesado","A18108",0.9298
2020,"Zona rural","Jete","A18109",100
2020,"Zona rural","Jun","A18111",39.1451
2020,"Zona rural","Juviles","A18112",0
2020,"Zona rural","Calahorra, La","A18114",3.8576
2020,"Zona rural","Láchar","A18115",0
2020,"Zona rural","Lanjarón","A18116",9.2732
2020,"Zona rural","Lanteira","A18117",26.3866
2020,"Zona rural","Lecrín","A18119",82.5375
2020,"Zona rural","Lentegí","A18120",100
2020,"Zona rural","Lobras","A18121",79.6053
2020,"Zona de densidad intermedia","Loja","A18122",19.6217
2020,"Zona rural","Lugros","A18123",9.9379
2020,"Zona rural","Lújar","A18124",82.8974
2020,"Zona rural","Malahá, La","A18126",100
2020,"Ciudades","Maracena","A18127",0.4056
2020,"Zona rural","Marchal","A18128",100
2020,"Zona rural","Moclín","A18132",65.2944
2020,"Zona rural","Molvízar","A18133",5.9512
2020,"Ciudades","Monachil","A18134",23.2129
2020,"Zona rural","Montefrío","A18135",9.1457
2020,"Zona rural","Montejícar","A18136",20.9662
2020,"Zona rural","Montillana","A18137",89.5595
2020,"Zona rural","Moraleda de Zafayona","A18138",7.8512
2020,"Zona de densidad intermedia","Motril","A18140",2.3599
2020,"Zona rural","Murtas","A18141",100
2020,"Zona rural","Nigüelas","A18143",99.7453
2020,"Zona de densidad intermedia","Nívar","A18144",98.8315
2020,"Ciudades","Ogíjares","A18145",13.0923
2020,"Zona rural","Orce","A18146",68.5403
2020,"Zona rural","Órgiva","A18147",94.9161
2020,"Zona rural","Otívar","A18148",100
2020,"Zona de densidad intermedia","Villa de Otura","A18149",54.0641
2020,"Zona de densidad intermedia","Padul","A18150",16.8555
2020,"Zona rural","Pampaneira","A18151",2.439
2020,"Zona rural","Pedro Martínez","A18152",82.7957
2020,"Zona de densidad intermedia","Peligros","A18153",20.6939
2020,"Zona rural","Peza, La","A18154",0.5098
2020,"Zona rural","Pinos Genil","A18157",15.2497
2020,"Zona de densidad intermedia","Pinos Puente","A18158",27.8252
2020,"Zona rural","Píñar","A18159",96.766
2020,"Zona rural","Polícar","A18161",6.0714
2020,"Zona rural","Polopos","A18162",100
2020,"Zona rural","Pórtugos","A18163",100
2020,"Zona rural","Puebla de Don Fadrique","A18164",12.5166
2020,"Ciudades","Pulianas","A18165",1.2882
2020,"Zona rural","Purullena","A18167",9.4583
2020,"Zona rural","Quéntar","A18168",0.6403
2020,"Zona rural","Rubite","A18170",78.4504
2020,"Zona rural","Salar","A18171",0.9527
2020,"Zona de densidad intermedia","Salobreña","A18173",46.7867
2020,"Zona rural","Santa Cruz del Comercio","A18174",0
2020,"Zona de densidad intermedia","Santa Fe","A18175",7.1452
2020,"Zona rural","Soportújar","A18176",5.4348
2020,"Zona rural","Sorvilán","A18177",100
2020,"Zona rural","Torre-Cardela","A18178",0.2677
2020,"Zona rural","Torvizcón","A18179",99.0854
2020,"Zona rural","Trevélez","A18180",54.0431
2020,"Zona rural","Turón","A18181",100
2020,"Zona rural","Ugíjar","A18182",15.6801
2020,"Zona rural","Válor","A18183",99.1441
2020,"Zona rural","Vélez de Benaudalla","A18184",17.0502
2020,"Zona rural","Ventas de Huelma","A18185",100
2020,"Zona rural","Villanueva de las Torres","A18187",100
2020,"Zona rural","Villanueva Mesía","A18188",3.0303
2020,"Zona de densidad intermedia","Víznar","A18189",31.875
2020,"Zona rural","Zafarraya","A18192",2.6553
2020,"Ciudades","Zubia, La","A18193",0.2602
2020,"Zona rural","Zújar","A18194",100
2020,"Zona rural","Taha, La","A18901",93.1686
2020,"Zona rural","Valle, El","A18902",100
2020,"Zona rural","Nevada","A18903",88.9727
2020,"Zona rural","Alpujarra de la Sierra","A18904",99.1445
2020,"Ciudades","Gabias, Las","A18905",8.5548
2020,"Zona rural","Guájares, Los","A18906",33.2722
2020,"Zona rural","Valle del Zalabí","A18907",19.6998
2020,"Zona de densidad intermedia","Villamena","A18908",73.904
2020,"Zona rural","Morelábor","A18909",9.5935
2020,"Zona rural","Pinar, El","A18910",43.449
2020,"Zona de densidad intermedia","Vegas del Genil","A18911",50.6794
2020,"Zona rural","Cuevas del Campo","A18912",98.8821
2020,"Zona rural","Zagra","A18913",1.2746
2020,"Zona rural","Valderrubio","A18914",5.2029
2020,"Zona rural","Domingo Pérez de Granada","A18915",2.9018
2020,"Zona rural","Torrenueva Costa","A18916",7.7179
2020,"Zona rural","Alájar","A21001",0.1323
2020,"Zona de densidad intermedia","Aljaraque","A21002",6.0008
2020,"Zona rural","Almendro, El","A21003",71.1701
2020,"Zona rural","Almonaster la Real","A21004",14.6221
2020,"Zona de densidad intermedia","Almonte","A21005",0.2252
2020,"Zona rural","Alosno","A21006",49.2386
2020,"Zona de densidad intermedia","Aracena","A21007",9.8102
2020,"Zona rural","Aroche","A21008",50.8778
2020,"Zona rural","Arroyomolinos de León","A21009",61.8048
2020,"Zona de densidad intermedia","Ayamonte","A21010",20.1798
2020,"Zona rural","Beas","A21011",22.9935
2020,"Zona rural","Berrocal","A21012",10.8974
2020,"Zona de densidad intermedia","Bollullos Par del Condado","A21013",3.8335
2020,"Zona de densidad intermedia","Bonares","A21014",0.8454
2020,"Zona rural","Cabezas Rubias","A21015",2.0408
2020,"Zona rural","Cala","A21016",13.1443
2020,"Zona rural","Calañas","A21017",70.5988
2020,"Zona rural","Campillo, El","A21018",1.5138
2020,"Zona rural","Campofrío","A21019",97.3574
2020,"Zona rural","Cañaveral de León","A21020",100
2020,"Zona de densidad intermedia","Cartaya","A21021",6.8069
2020,"Zona rural","Castaño del Robledo","A21022",1.3514
2020,"Zona rural","Cerro de Andévalo, El","A21023",99.6186
2020,"Zona rural","Corteconcepción","A21024",0
2020,"Zona rural","Cortegana","A21025",8.8046
2020,"Zona rural","Cortelazor","A21026",100
2020,"Zona rural","Cumbres de Enmedio","A21027",100
2020,"Zona rural","Cumbres de San Bartolomé","A21028",92.4282
2020,"Zona rural","Cumbres Mayores","A21029",0.2822
2020,"Zona rural","Chucena","A21030",0
2020,"Zona rural","Encinasola","A21031",3.0415
2020,"Zona de densidad intermedia","Escacena del Campo","A21032",0.7401
2020,"Zona rural","Fuenteheridos","A21033",1.9663
2020,"Zona rural","Galaroza","A21034",0.1449
2020,"Zona de densidad intermedia","Gibraleón","A21035",4.6869
2020,"Zona rural","Granada de Río-Tinto, La","A21036",2.1008
2020,"Zona rural","Granado, El","A21037",99.4297
2020,"Zona rural","Higuera de la Sierra","A21038",100
2020,"Zona rural","Hinojales","A21039",100
2020,"Zona rural","Hinojos","A21040",0.4963
2020,"Ciudades","Huelva","A21041",0.4297
2020,"Zona de densidad intermedia","Isla Cristina","A21042",10.17
2020,"Zona rural","Jabugo","A21043",3.6493
2020,"Zona de densidad intermedia","Lepe","A21044",3.0837
2020,"Zona rural","Linares de la Sierra","A21045",100
2020,"Zona rural","Lucena del Puerto","A21046",28.553
2020,"Zona rural","Manzanilla","A21047",28.9815
2020,"Zona rural","Marines, Los","A21048",0
2020,"Zona rural","Minas de Riotinto","A21049",13.5603
2020,"Zona de densidad intermedia","Moguer","A21050",3.6703
2020,"Zona rural","Nava, La","A21051",1.1111
2020,"Zona rural","Nerva","A21052",0
2020,"Zona rural","Niebla","A21053",10.8089
2020,"Zona de densidad intermedia","Palma del Condado, La","A21054",0.7793
2020,"Zona de densidad intermedia","Palos de la Frontera","A21055",6.3942
2020,"Zona de densidad intermedia","Paterna del Campo","A21056",2.6082
2020,"Zona rural","Paymogo","A21057",89.1015
2020,"Zona rural","Puebla de Guzmán","A21058",100
2020,"Zona rural","Puerto Moral","A21059",0.3559
2020,"Zona de densidad intermedia","Punta Umbría","A21060",12.252
2020,"Zona de densidad intermedia","Rociana del Condado","A21061",17.3417
2020,"Zona rural","Rosal de la Frontera","A21062",4.6275
2020,"Zona rural","San Bartolomé de la Torre","A21063",99.9475
2020,"Zona de densidad intermedia","San Juan del Puerto","A21064",1.7736
2020,"Zona rural","Sanlúcar de Guadiana","A21065",5.1163
2020,"Zona rural","San Silvestre de Guzmán","A21066",100
2020,"Zona rural","Santa Ana la Real","A21067",72.6531
2020,"Zona rural","Santa Bárbara de Casa","A21068",100
2020,"Zona rural","Santa Olalla del Cala","A21069",75.1236
2020,"Zona de densidad intermedia","Trigueros","A21070",99.6699
2020,"Zona rural","Valdelarco","A21071",98.7705
2020,"Zona de densidad intermedia","Valverde del Camino","A21072",4.8418
2020,"Zona rural","Villablanca","A21073",12.6394
2020,"Zona rural","Villalba del Alcor","A21074",4.1305
2020,"Zona rural","Villanueva de las Cruces","A21075",100
2020,"Zona rural","Villanueva de los Castillejos","A21076",36.3925
2020,"Zona rural","Villarrasa","A21077",99.7717
2020,"Zona rural","Zalamea la Real","A21078",56.3531
2020,"Zona rural","Zufre","A21079",0.7398
2020,"Zona rural","Zarza-Perrunal, La","A21902",0
2020,"Zona rural","Albanchez de Mágina","A23001",0
2020,"Zona de densidad intermedia","Alcalá la Real","A23002",13.9896
2020,"Zona de densidad intermedia","Alcaudete","A23003",17.5921
2020,"Zona rural","Aldeaquemada","A23004",0
2020,"Zona de densidad intermedia","Andújar","A23005",5.3674
2020,"Zona de densidad intermedia","Arjona","A23006",0
2020,"Zona rural","Arjonilla","A23007",0
2020,"Zona rural","Arquillos","A23008",51.8454
2020,"Zona de densidad intermedia","Baeza","A23009",3.7203
2020,"Zona de densidad intermedia","Bailén","A23010",17.9431
2020,"Zona rural","Baños de la Encina","A23011",0.0385
2020,"Zona rural","Beas de Segura","A23012",6.1993
2020,"Zona rural","Begíjar","A23014",0.462
2020,"Zona rural","Bélmez de la Moraleda","A23015",44.1195
2020,"Zona rural","Benatae","A23016",0
2020,"Zona rural","Cabra del Santo Cristo","A23017",2.8492
2020,"Zona rural","Cambil","A23018",21.9153
2020,"Zona rural","Campillo de Arenas","A23019",7.6348
2020,"Zona de densidad intermedia","Canena","A23020",0
2020,"Zona rural","Carboneros","A23021",14.1234
2020,"Zona de densidad intermedia","Carolina, La","A23024",3.5075
2020,"Zona rural","Castellar","A23025",0.9955
2020,"Zona rural","Castillo de Locubín","A23026",13.2486
2020,"Zona rural","Cazalilla","A23027",12.1507
2020,"Zona de densidad intermedia","Cazorla","A23028",3.1582
2020,"Zona rural","Chiclana de Segura","A23029",21.0152
2020,"Zona rural","Chilluévar","A23030",0.8351
2020,"Zona rural","Escañuela","A23031",0
2020,"Zona rural","Espeluy","A23032",74.11
2020,"Zona rural","Frailes","A23033",19.4268
2020,"Zona rural","Fuensanta de Martos","A23034",25.3553
2020,"Zona rural","Fuerte del Rey","A23035",1.1054
2020,"Zona rural","Génave","A23037",0.4934
2020,"Zona rural","Guardia de Jaén, La","A23038",33.3333
2020,"Zona rural","Guarromán","A23039",3.1193
2020,"Zona rural","Lahiguera","A23040",1.2835
2020,"Zona rural","Higuera de Calatrava","A23041",0
2020,"Zona rural","Hinojares","A23042",87.1046
