"Year","Grado urbanización","Municipio","GeoCode","Value"
2020,"Zona rural","Lubrín","A04059",64.6655
2020,"Zona rural","Lucainena de las Torres","A04060",100
2020,"Zona rural","Lúcar","A04061",27.9188
2020,"Zona de densidad intermedia","Macael","A04062",0.1022
2020,"Zona rural","María","A04063",11.0512
2020,"Zona rural","Mojácar","A04064",92.0415
2020,"Zona rural","Nacimiento","A04065",100
2020,"Zona de densidad intermedia","Níjar","A04066",68.0471
2020,"Zona rural","Ohanes","A04067",38.191
2020,"Zona rural","Olula de Castro","A04068",100
2020,"Zona de densidad intermedia","Olula del Río","A04069",11.4604
2020,"Zona rural","Oria","A04070",96.2617
2020,"Zona rural","Padules","A04071",100
2020,"Zona rural","Partaloa","A04072",87.8995
2020,"Zona rural","Paterna del Río","A04073",33.913
2020,"Zona de densidad intermedia","Pechina","A04074",61.7706
2020,"Zona de densidad intermedia","Pulpí","A04075",42.4847
2020,"Zona rural","Purchena","A04076",0.9174
2020,"Zona rural","Rágol","A04077",0
2020,"Zona rural","Rioja","A04078",13.3333
2020,"Zona de densidad intermedia","Roquetas de Mar","A04079",13.7541
2020,"Zona rural","Santa Cruz de Marchena","A04080",100
2020,"Zona rural","Santa Fe de Mondújar","A04081",99.0566
2020,"Zona rural","Senés","A04082",100
2020,"Zona rural","Serón","A04083",98.9619
2020,"Zona rural","Sierro","A04084",100
2020,"Zona rural","Somontín","A04085",8.1481
2020,"Zona rural","Sorbas","A04086",98.0422
2020,"Zona rural","Suflí","A04087",2.381
2020,"Zona rural","Tabernas","A04088",17.5
2020,"Zona rural","Taberno","A04089",44.5902
2020,"Zona rural","Tahal","A04090",99.0826
2020,"Zona rural","Terque","A04091",1.626
2020,"Zona rural","Tíjola","A04092",19.4362
2020,"Zona rural","Turre","A04093",62.1413
2020,"Zona rural","Turrillas","A04094",100
2020,"Zona rural","Uleila del Campo","A04095",9.9206
2020,"Zona rural","Urrácal","A04096",7.2917
2020,"Zona rural","Velefique","A04097",100
2020,"Zona rural","Vélez-Blanco","A04098",29.7597
2020,"Zona de densidad intermedia","Vélez-Rubio","A04099",16.2008
2020,"Zona de densidad intermedia","Vera","A04100",22.2533
2020,"Ciudades","Viator","A04101",8.6262
2020,"Ciudades","Vícar","A04102",17.7308
2020,"Zona rural","Zurgena","A04103",92.3379
2020,"Zona rural","Tres Villas, Las","A04901",98.8571
2020,"Zona de densidad intermedia","Ejido, El","A04902",6.3518
2020,"Zona de densidad intermedia","Mojonera, La","A04903",24.9682
2020,"Zona rural","Balanegra","A04904",100
2020,"Zona rural","Alcalá de los Gazules","A11001",9.3976
2020,"Zona rural","Alcalá del Valle","A11002",8.9827
2020,"Zona rural","Algar","A11003",0.6452
2020,"Ciudades","Algeciras","A11004",19.0584
2020,"Zona rural","Algodonales","A11005",95.7746
2020,"Zona de densidad intermedia","Arcos de la Frontera","A11006",12.671
2020,"Zona de densidad intermedia","Barbate","A11007",2.1201
2020,"Zona de densidad intermedia","Barrios, Los","A11008",3.2963
2020,"Zona rural","Benaocaz","A11009",89.2562
2020,"Zona de densidad intermedia","Bornos","A11010",0.229
2020,"Zona rural","Bosque, El","A11011",0
2020,"Ciudades","Cádiz","A11012",0
2020,"Zona rural","Castellar de la Frontera","A11013",0.4739
2020,"Zona de densidad intermedia","Conil de la Frontera","A11014",17.1668
2020,"Ciudades","Chiclana de la Frontera","A11015",23.0646
2020,"Zona de densidad intermedia","Chipiona","A11016",16.6894
2020,"Zona rural","Espera","A11017",2.6432
2020,"Zona rural","Gastor, El","A11018",5.4645
2020,"Zona rural","Grazalema","A11019",0.2488
2020,"Ciudades","Jerez de la Frontera","A11020",4.4409
2020,"Zona rural","Jimena de la Frontera","A11021",60.3352
2020,"Ciudades","Línea de la Concepción, La","A11022",50.9277
2020,"Zona de densidad intermedia","Medina Sidonia","A11023",5.1948
2020,"Zona de densidad intermedia","Olvera","A11024",7.2801
2020,"Zona de densidad intermedia","Paterna de Rivera","A11025",0.3722
2020,"Zona de densidad intermedia","Prado del Rey","A11026",0
2020,"Ciudades","Puerto de Santa María, El","A11027",11.0572
2020,"Zona de densidad intermedia","Puerto Real","A11028",3.6861
2020,"Zona de densidad intermedia","Puerto Serrano","A11029",0.232
2020,"Zona de densidad intermedia","Rota","A11030",9.4795
2020,"Ciudades","San Fernando","A11031",0.7614
2020,"Ciudades","Sanlúcar de Barrameda","A11032",14.689
2020,"Zona de densidad intermedia","San Roque","A11033",33.7651
2020,"Zona rural","Setenil de las Bodegas","A11034",100
2020,"Zona de densidad intermedia","Tarifa","A11035",15.8769
2020,"Zona rural","Torre Alháquime","A11036",100
2020,"Zona de densidad intermedia","Trebujena","A11037",0.0803
2020,"Zona de densidad intermedia","Ubrique","A11038",0.5443
2020,"Zona de densidad intermedia","Vejer de la Frontera","A11039",7.6887
2020,"Zona rural","Villaluenga del Rosario","A11040",0
2020,"Zona de densidad intermedia","Villamartín","A11041",0.5414
2020,"Zona rural","Zahara","A11042",94.822
2020,"Zona de densidad intermedia","Benalup-Casas Viejas","A11901",4.1247
2020,"Zona rural","San José del Valle","A11902",14.557
2020,"Zona rural","San Martín del Tesorillo","A11903",76.5957
2020,"Zona rural","Adamuz","A14001",0
2020,"Zona de densidad intermedia","Aguilar de la Frontera","A14002",98.4159
2020,"Zona rural","Alcaracejos","A14003",0.7109
2020,"Zona rural","Almedinilla","A14004",30.2583
2020,"Zona de densidad intermedia","Almodóvar del Río","A14005",17.5342
2020,"Zona rural","Añora","A14006",0
2020,"Zona de densidad intermedia","Baena","A14007",11.8125
2020,"Zona rural","Belalcázar","A14008",0.5869
2020,"Zona rural","Belmez","A14009",16.182
2020,"Zona rural","Benamejí","A14010",6.5574
2020,"Zona rural","Blázquez, Los","A14011",0
2020,"Zona de densidad intermedia","Bujalance","A14012",4.7973
2020,"Zona de densidad intermedia","Cabra","A14013",2.9441
2020,"Zona rural","Cañete de las Torres","A14014",0
2020,"Zona rural","Carcabuey","A14015",2.5862
2020,"Zona rural","Cardeña","A14016",1.2136
2020,"Zona de densidad intermedia","Carlota, La","A14017",50.3028
2020,"Zona rural","Carpio, El","A14018",5.2273
2020,"Zona de densidad intermedia","Castro del Río","A14019",6.2219
2020,"Zona rural","Conquista","A14020",0
2020,"Ciudades","Córdoba","A14021",5.6445
2020,"Zona rural","Doña Mencía","A14022",0
2020,"Zona rural","Dos Torres","A14023",0
2020,"Zona rural","Encinas Reales","A14024",5.3305
2020,"Zona rural","Espejo","A14025",0.11
2020,"Zona rural","Espiel","A14026",21.0526
2020,"Zona de densidad intermedia","Fernán-Núñez","A14027",0.3865
2020,"Zona rural","Fuente la Lancha","A14028",0
2020,"Zona rural","Fuente Obejuna","A14029",53.5568
2020,"Zona de densidad intermedia","Fuente Palmera","A14030",47.294
2020,"Zona rural","Fuente-Tójar","A14031",1.7241
2020,"Zona rural","Granjuela, La","A14032",0
2020,"Zona rural","Guadalcázar","A14033",1.7621
2020,"Zona rural","Guijo, El","A14034",100
2020,"Zona de densidad intermedia","Hinojosa del Duque","A14035",15.2137
2020,"Zona rural","Hornachuelos","A14036",15.528
2020,"Zona rural","Iznájar","A14037",43.8581
2020,"Zona de densidad intermedia","Lucena","A14038",7.5977
2020,"Zona rural","Luque","A14039",97.1056
2020,"Zona de densidad intermedia","Montalbán de Córdoba","A14040",8.3417
2020,"Zona rural","Montemayor","A14041",0
2020,"Zona de densidad intermedia","Montilla","A14042",3.9571
2020,"Zona de densidad intermedia","Montoro","A14043",62.7216
2020,"Zona rural","Monturque","A14044",10.8696
2020,"Zona rural","Moriles","A14045",10.5611
2020,"Zona de densidad intermedia","Nueva Carteya","A14046",0
2020,"Zona rural","Obejo","A14047",49.6644
2020,"Zona rural","Palenciana","A14048",0
2020,"Zona de densidad intermedia","Palma del Río","A14049",2.038
2020,"Zona rural","Pedro Abad","A14050",1.6917
2020,"Zona rural","Pedroche","A14051",0
2020,"Zona de densidad intermedia","Peñarroya-Pueblonuevo","A14052",2.38
2020,"Zona de densidad intermedia","Posadas","A14053",1.4137
2020,"Zona de densidad intermedia","Pozoblanco","A14054",0.032
2020,"Zona de densidad intermedia","Priego de Córdoba","A14055",20.308
2020,"Zona de densidad intermedia","Puente Genil","A14056",8.2464
2020,"Zona de densidad intermedia","Rambla, La","A14057",1.1782
2020,"Zona de densidad intermedia","Rute","A14058",15.9014
2020,"Zona rural","San Sebastián de los Ballesteros","A14059",97.6077
2020,"Zona rural","Santaella","A14060",6.17
2020,"Zona rural","Santa Eufemia","A14061",0
2020,"Zona rural","Torrecampo","A14062",0
2020,"Zona rural","Valenzuela","A14063",0
2020,"Zona rural","Valsequillo","A14064",0
2020,"Zona rural","Victoria, La","A14065",3.5047
2020,"Zona de densidad intermedia","Villa del Río","A14066",0.1566
2020,"Zona rural","Villafranca de Córdoba","A14067",46.1224
2020,"Zona rural","Villaharta","A14068",0
2020,"Zona de densidad intermedia","Villanueva de Córdoba","A14069",0
2020,"Zona rural","Villanueva del Duque","A14070",0
2020,"Zona rural","Villanueva del Rey","A14071",73.2394
2020,"Zona rural","Villaralto","A14072",9.0667
2020,"Zona rural","Villaviciosa de Córdoba","A14073",2.2989
2020,"Zona rural","Viso, El","A14074",0
2020,"Zona rural","Zuheros","A14075",0
2020,"Zona rural","Fuente Carreteros","A14901",100
2020,"Zona rural","Guijarrosa, La","A14902",100
2020,"Zona rural","Agrón","A18001",100
2020,"Zona rural","Alamedilla","A18002",100
2020,"Zona de densidad intermedia","Albolote","A18003",0.6397
2020,"Zona rural","Albondón","A18004",97.5904
2020,"Zona rural","Albuñán","A18005",4.3478
2020,"Zona rural","Albuñol","A18006",45.3975
2020,"Zona rural","Albuñuelas","A18007",59.4096
2020,"Zona rural","Aldeire","A18010",0
2020,"Zona de densidad intermedia","Alfacar","A18011",24.3961
2020,"Zona rural","Algarinejo","A18012",45.4545
2020,"Zona rural","Alhama de Granada","A18013",13.3641
2020,"Zona de densidad intermedia","Alhendín","A18014",6.1181
2020,"Zona rural","Alicún de Ortega","A18015",0
2020,"Zona rural","Almegíjar","A18016",100
2020,"Zona de densidad intermedia","Almuñécar","A18017",42.0375
2020,"Zona rural","Alquife","A18018",1.7143
2020,"Zona rural","Arenas del Rey","A18020",25.3623
2020,"Ciudades","Armilla","A18021",2.2877
2020,"Zona de densidad intermedia","Atarfe","A18022",2.0399
2020,"Zona de densidad intermedia","Baza","A18023",17.7144
2020,"Zona rural","Beas de Granada","A18024",9.465
2020,"Zona rural","Beas de Guadix","A18025",31.7073
2020,"Zona rural","Benalúa","A18027",66.8919
2020,"Zona rural","Benalúa de las Villas","A18028",68.4615
2020,"Zona rural","Benamaurel","A18029",68.75
2020,"Zona rural","Bérchules","A18030",96.5517
2020,"Zona rural","Bubión","A18032",1.7241
2020,"Zona rural","Busquístar","A18033",91.6667
2020,"Zona rural","Cacín","A18034",0
2020,"Zona rural","Cádiar","A18035",65.9631
2020,"Ciudades","Cájar","A18036",52.9489
2020,"Zona rural","Calicasas","A18037",100
2020,"Zona rural","Campotéjar","A18038",4.5455
2020,"Zona rural","Caniles","A18039",16.8159
2020,"Zona rural","Cáñar","A18040",37.5
2020,"Zona rural","Capileira","A18042",0
2020,"Zona rural","Carataunas","A18043",20
2020,"Zona rural","Cástaras","A18044",96.4286
2020,"Zona rural","Castilléjar","A18045",98.1395
2020,"Zona rural","Castril","A18046",62.9393
2020,"Zona de densidad intermedia","Cenes de la Vega","A18047",0
2020,"Zona rural","Cijuela","A18048",1.0959
2020,"Zona rural","Cogollos de Guadix","A18049",85.7955
2020,"Zona de densidad intermedia","Cogollos de la Vega","A18050",44.1026
2020,"Zona rural","Colomera","A18051",69.2308
2020,"Zona rural","Cortes de Baza","A18053",53.4653
2020,"Zona rural","Cortes y Graena","A18054",30.9013
2020,"Zona rural","Cúllar","A18056",19.6413
2020,"Zona de densidad intermedia","Cúllar Vega","A18057",26.378
2020,"Zona de densidad intermedia","Chauchina","A18059",8.9664
2020,"Zona rural","Chimeneas","A18061",26.4706
2020,"Ciudades","Churriana de la Vega","A18062",24.4105
2020,"Zona rural","Darro","A18063",48.996
2020,"Zona rural","Dehesas de Guadix","A18064",14.5299
2020,"Zona rural","Dehesas Viejas","A18065",100
2020,"Zona rural","Deifontes","A18066",16.1355
2020,"Zona rural","Diezma","A18067",86.4706
2020,"Zona rural","Dílar","A18068",96.4088
2020,"Zona rural","Dólar","A18069",100
2020,"Zona rural","Dúdar","A18070",0
2020,"Zona de densidad intermedia","Dúrcal","A18071",13.9116
2020,"Zona rural","Escúzar","A18072",0
2020,"Zona rural","Ferreira","A18074",0
2020,"Zona rural","Fonelas","A18076",77.6256
2020,"Zona rural","Fornes","A18077",100
2020,"Zona rural","Freila","A18078",12.069
2020,"Zona de densidad intermedia","Fuente Vaqueros","A18079",0
2020,"Zona rural","Galera","A18082",38.9189
2020,"Zona rural","Gobernador","A18083",100
2020,"Ciudades","Gójar","A18084",4.5812
2020,"Zona rural","Gor","A18085",31.3653
2020,"Zona rural","Gorafe","A18086",100
2020,"Ciudades","Granada","A18087",0.474
2020,"Zona rural","Guadahortuna","A18088",1.4164
2020,"Zona de densidad intermedia","Guadix","A18089",21.0526
2020,"Zona rural","Gualchos","A18093",81.883
2020,"Zona rural","Güéjar Sierra","A18094",14.5522
2020,"Zona rural","Güevéjar","A18095",11.3565
2020,"Zona rural","Huélago","A18096",100
2020,"Zona rural","Huéneja","A18097",100
2020,"Zona de densidad intermedia","Huéscar","A18098",44.0708
2020,"Zona rural","Huétor de Santillán","A18099",95.2381
2020,"Zona de densidad intermedia","Huétor Tájar","A18100",0.6281
2020,"Ciudades","Huétor Vega","A18101",0
2020,"Zona rural","Íllora","A18102",27.6479
2020,"Zona rural","Ítrabo","A18103",100
2020,"Zona de densidad intermedia","Iznalloz","A18105",48.2353
2020,"Zona rural","Játar","A18106",100
2020,"Zona rural","Jayena","A18107",16.7401
2020,"Zona rural","Jérez del Marquesado","A18108",0.7968
2020,"Zona rural","Jete","A18109",100
2020,"Zona rural","Jun","A18111",18.7683
2020,"Zona rural","Juviles","A18112",0
2020,"Zona rural","Calahorra, La","A18114",6.4327
2020,"Zona rural","Láchar","A18115",0
2020,"Zona rural","Lanjarón","A18116",7.0496
2020,"Zona rural","Lanteira","A18117",13.0137
2020,"Zona rural","Lecrín","A18119",84.2779
2020,"Zona rural","Lentegí","A18120",100
2020,"Zona rural","Lobras","A18121",80.7692
2020,"Zona de densidad intermedia","Loja","A18122",19.0607
2020,"Zona rural","Lugros","A18123",7.2072
2020,"Zona rural","Lújar","A18124",83.6879
2020,"Zona rural","Malahá, La","A18126",100
2020,"Ciudades","Maracena","A18127",0.4928
2020,"Zona rural","Marchal","A18128",100
2020,"Zona rural","Moclín","A18132",69.807
2020,"Zona rural","Molvízar","A18133",3.3929
2020,"Ciudades","Monachil","A18134",25.4658
2020,"Zona rural","Montefrío","A18135",10.3796
2020,"Zona rural","Montejícar","A18136",10.5263
2020,"Zona rural","Montillana","A18137",88.4892
2020,"Zona rural","Moraleda de Zafayona","A18138",8.7379
2020,"Zona de densidad intermedia","Motril","A18140",1.9541
2020,"Zona rural","Murtas","A18141",100
2020,"Zona rural","Nigüelas","A18143",99.6139
2020,"Zona de densidad intermedia","Nívar","A18144",98.5294
2020,"Ciudades","Ogíjares","A18145",12.0361
2020,"Zona rural","Orce","A18146",72.293
2020,"Zona rural","Órgiva","A18147",95.1062
2020,"Zona rural","Otívar","A18148",100
2020,"Zona de densidad intermedia","Villa de Otura","A18149",51.8227
2020,"Zona de densidad intermedia","Padul","A18150",8.5943
2020,"Zona rural","Pampaneira","A18151",0
2020,"Zona rural","Pedro Martínez","A18152",73.3974
2020,"Zona de densidad intermedia","Peligros","A18153",18.4228
2020,"Zona rural","Peza, La","A18154",0.7326
2020,"Zona rural","Pinos Genil","A18157",19
2020,"Zona de densidad intermedia","Pinos Puente","A18158",32.577
2020,"Zona rural","Píñar","A18159",97.0464
2020,"Zona rural","Polícar","A18161",9.4595
2020,"Zona rural","Polopos","A18162",100
2020,"Zona rural","Pórtugos","A18163",100
2020,"Zona rural","Puebla de Don Fadrique","A18164",18.1467
2020,"Ciudades","Pulianas","A18165",1.4493
2020,"Zona rural","Purullena","A18167",5.7554
2020,"Zona rural","Quéntar","A18168",0.9524
2020,"Zona rural","Rubite","A18170",85.7143
2020,"Zona rural","Salar","A18171",1.6575
2020,"Zona de densidad intermedia","Salobreña","A18173",47.6628
2020,"Zona rural","Santa Cruz del Comercio","A18174",0
2020,"Zona de densidad intermedia","Santa Fe","A18175",6.9786
2020,"Zona rural","Soportújar","A18176",4.7059
2020,"Zona rural","Sorvilán","A18177",100
2020,"Zona rural","Torre-Cardela","A18178",0.8584
2020,"Zona rural","Torvizcón","A18179",99.4652
2020,"Zona rural","Trevélez","A18180",57.1429
2020,"Zona rural","Turón","A18181",100
2020,"Zona rural","Ugíjar","A18182",27.5132
2020,"Zona rural","Válor","A18183",99.0385
2020,"Zona rural","Vélez de Benaudalla","A18184",18.0832
2020,"Zona rural","Ventas de Huelma","A18185",100
2020,"Zona rural","Villanueva de las Torres","A18187",100
2020,"Zona rural","Villanueva Mesía","A18188",2.0672
2020,"Zona de densidad intermedia","Víznar","A18189",40.3974
2020,"Zona rural","Zafarraya","A18192",0
2020,"Ciudades","Zubia, La","A18193",0.4027
2020,"Zona rural","Zújar","A18194",100
2020,"Zona rural","Taha, La","A18901",94.3005
2020,"Zona rural","Valle, El","A18902",100
2020,"Zona rural","Nevada","A18903",90.4943
2020,"Zona rural","Alpujarra de la Sierra","A18904",100
2020,"Ciudades","Gabias, Las","A18905",7.2265
2020,"Zona rural","Guájares, Los","A18906",33.6449
2020,"Zona rural","Valle del Zalabí","A18907",18.0077
2020,"Zona de densidad intermedia","Villamena","A18908",65.534
2020,"Zona rural","Morelábor","A18909",6.1798
2020,"Zona rural","Pinar, El","A18910",36.4444
2020,"Zona de densidad intermedia","Vegas del Genil","A18911",36.4125
2020,"Zona rural","Cuevas del Campo","A18912",98.7654
2020,"Zona rural","Zagra","A18913",2.3041
2020,"Zona rural","Valderrubio","A18914",7.7519
2020,"Zona rural","Domingo Pérez de Granada","A18915",4.3478
2020,"Zona rural","Torrenueva Costa","A18916",10.1099
2020,"Zona rural","Alájar","A21001",0.7042
2020,"Zona de densidad intermedia","Aljaraque","A21002",5.0964
2020,"Zona rural","Almendro, El","A21003",70.4142
2020,"Zona rural","Almonaster la Real","A21004",15.0718
2020,"Zona de densidad intermedia","Almonte","A21005",0.2596
2020,"Zona rural","Alosno","A21006",44.8459
2020,"Zona de densidad intermedia","Aracena","A21007",10.1523
2020,"Zona rural","Aroche","A21008",41.746
2020,"Zona rural","Arroyomolinos de León","A21009",56.1753
2020,"Zona de densidad intermedia","Ayamonte","A21010",20.3243
2020,"Zona rural","Beas","A21011",24.0924
2020,"Zona rural","Berrocal","A21012",7.9208
2020,"Zona de densidad intermedia","Bollullos Par del Condado","A21013",2.5059
2020,"Zona de densidad intermedia","Bonares","A21014",0.5336
2020,"Zona rural","Cabezas Rubias","A21015",1.676
2020,"Zona rural","Cala","A21016",11.3924
2020,"Zona rural","Calañas","A21017",68.9775
2020,"Zona rural","Campillo, El","A21018",2.3622
2020,"Zona rural","Campofrío","A21019",97.5758
2020,"Zona rural","Cañaveral de León","A21020",100
2020,"Zona de densidad intermedia","Cartaya","A21021",6.9697
2020,"Zona rural","Castaño del Robledo","A21022",2.439
2020,"Zona rural","Cerro de Andévalo, El","A21023",99.8288
2020,"Zona rural","Corteconcepción","A21024",0
2020,"Zona rural","Cortegana","A21025",9.9798
2020,"Zona rural","Cortelazor","A21026",100
2020,"Zona rural","Cumbres de Enmedio","A21027",100
2020,"Zona rural","Cumbres de San Bartolomé","A21028",96.8
2020,"Zona rural","Cumbres Mayores","A21029",0
2020,"Zona rural","Chucena","A21030",0
2020,"Zona rural","Encinasola","A21031",2.0619
2020,"Zona de densidad intermedia","Escacena del Campo","A21032",0.7075
2020,"Zona rural","Fuenteheridos","A21033",1.8182
2020,"Zona rural","Galaroza","A21034",0.3247
2020,"Zona de densidad intermedia","Gibraleón","A21035",2.231
2020,"Zona rural","Granada de Río-Tinto, La","A21036",0
2020,"Zona rural","Granado, El","A21037",100
2020,"Zona rural","Higuera de la Sierra","A21038",100
2020,"Zona rural","Hinojales","A21039",100
2020,"Zona rural","Hinojos","A21040",0.1259
2020,"Ciudades","Huelva","A21041",0.6243
2020,"Zona de densidad intermedia","Isla Cristina","A21042",10.7667
2020,"Zona rural","Jabugo","A21043",1.7995
2020,"Zona de densidad intermedia","Lepe","A21044",2.6375
2020,"Zona rural","Linares de la Sierra","A21045",100
2020,"Zona rural","Lucena del Puerto","A21046",20.6897
2020,"Zona rural","Manzanilla","A21047",27.0153
2020,"Zona rural","Marines, Los","A21048",0
2020,"Zona rural","Minas de Riotinto","A21049",13.0937
2020,"Zona de densidad intermedia","Moguer","A21050",2.5051
2020,"Zona rural","Nava, La","A21051",0
2020,"Zona rural","Nerva","A21052",0
2020,"Zona rural","Niebla","A21053",7.0721
2020,"Zona de densidad intermedia","Palma del Condado, La","A21054",0.1687
2020,"Zona de densidad intermedia","Palos de la Frontera","A21055",3.2411
2020,"Zona de densidad intermedia","Paterna del Campo","A21056",0.8794
2020,"Zona rural","Paymogo","A21057",90.6367
2020,"Zona rural","Puebla de Guzmán","A21058",100
2020,"Zona rural","Puerto Moral","A21059",0
2020,"Zona de densidad intermedia","Punta Umbría","A21060",16.4809
2020,"Zona de densidad intermedia","Rociana del Condado","A21061",10.5816
2020,"Zona rural","Rosal de la Frontera","A21062",7.346
2020,"Zona rural","San Bartolomé de la Torre","A21063",99.8438
2020,"Zona de densidad intermedia","San Juan del Puerto","A21064",0.5998
2020,"Zona rural","Sanlúcar de Guadiana","A21065",5.9322
2020,"Zona rural","San Silvestre de Guzmán","A21066",100
2020,"Zona rural","Santa Ana la Real","A21067",68.2243
2020,"Zona rural","Santa Bárbara de Casa","A21068",100
2020,"Zona rural","Santa Olalla del Cala","A21069",80.7487
2020,"Zona de densidad intermedia","Trigueros","A21070",99.6364
2020,"Zona rural","Valdelarco","A21071",100
2020,"Zona de densidad intermedia","Valverde del Camino","A21072",5.7867
2020,"Zona rural","Villablanca","A21073",8.8795
2020,"Zona rural","Villalba del Alcor","A21074",4.5058
2020,"Zona rural","Villanueva de las Cruces","A21075",100
2020,"Zona rural","Villanueva de los Castillejos","A21076",35.6031
2020,"Zona rural","Villarrasa","A21077",99.7872
2020,"Zona rural","Zalamea la Real","A21078",54.558
2020,"Zona rural","Zufre","A21079",0.5291
2020,"Zona rural","Zarza-Perrunal, La","A21902",0
2020,"Zona rural","Albanchez de Mágina","A23001",0
2020,"Zona de densidad intermedia","Alcalá la Real","A23002",18.3811
2020,"Zona de densidad intermedia","Alcaudete","A23003",20.4651
2020,"Zona rural","Aldeaquemada","A23004",0
2020,"Zona de densidad intermedia","Andújar","A23005",5.8156
2020,"Zona de densidad intermedia","Arjona","A23006",0
2020,"Zona rural","Arjonilla","A23007",0
2020,"Zona rural","Arquillos","A23008",49.8423
2020,"Zona de densidad intermedia","Baeza","A23009",3.7644
2020,"Zona de densidad intermedia","Bailén","A23010",16.948
2020,"Zona rural","Baños de la Encina","A23011",0
2020,"Zona rural","Beas de Segura","A23012",6.7437
2020,"Zona rural","Begíjar","A23014",0.8945
2020,"Zona rural","Bélmez de la Moraleda","A23015",43.6031
2020,"Zona rural","Benatae","A23016",0
2020,"Zona rural","Cabra del Santo Cristo","A23017",3.2911
2020,"Zona rural","Cambil","A23018",24.3711
2020,"Zona rural","Campillo de Arenas","A23019",4.3928
2020,"Zona de densidad intermedia","Canena","A23020",0
2020,"Zona rural","Carboneros","A23021",17.5573
2020,"Zona de densidad intermedia","Carolina, La","A23024",4.8333
2020,"Zona rural","Castellar","A23025",0.5137
2020,"Zona rural","Castillo de Locubín","A23026",13.7411
2020,"Zona rural","Cazalilla","A23027",36.3636
2020,"Zona de densidad intermedia","Cazorla","A23028",5.552
2020,"Zona rural","Chiclana de Segura","A23029",19.1729
2020,"Zona rural","Chilluévar","A23030",0.2841
2020,"Zona rural","Escañuela","A23031",0
2020,"Zona rural","Espeluy","A23032",67.9389
2020,"Zona rural","Frailes","A23033",15.011
2020,"Zona rural","Fuensanta de Martos","A23034",15.4532
2020,"Zona rural","Fuerte del Rey","A23035",1.0676
2020,"Zona rural","Génave","A23037",0
2020,"Zona rural","Guardia de Jaén, La","A23038",22.9126
2020,"Zona rural","Guarromán","A23039",6.1785
2020,"Zona rural","Lahiguera","A23040",0.2375
2020,"Zona rural","Higuera de Calatrava","A23041",0
2020,"Zona rural","Hinojares","A23042",84.1121
2020,"Zona rural","Hornos","A23043",4.6154
2020,"Zona de densidad intermedia","Huelma","A23044",5.6714
2020,"Zona rural","Huesa","A23045",6.576
2020,"Zona rural","Ibros","A23046",0
