Year,Grado urbanización,Municipio,GeoCode,Value
2020,Zona rural,Sorbas,A04086,24.15
2020,Zona rural,Suflí,A04087,26.15
2020,Zona rural,Tabernas,A04088,26.05
2020,Zona rural,Taberno,A04089,19.31
2020,Zona rural,Tahal,A04090,14.42
2020,Zona rural,Terque,A04091,24.71
2020,Zona rural,Tíjola,A04092,19.21
2020,Zona rural,Turre,A04093,28.82
2020,Zona rural,Turrillas,A04094,17.77
2020,Zona rural,Uleila del Campo,A04095,20.46
2020,Zona rural,Urrácal,A04096,20.06
2020,Zona rural,Velefique,A04097,19.28
2020,Zona rural,Vélez-Blanco,A04098,17.88
2020,Zona de densidad intermedia,Vélez-Rubio,A04099,20.23
2020,Zona de densidad intermedia,Vera,A04100,23.65
2020,Ciudades,Viator,A04101,22.96
2020,Ciudades,Vícar,A04102,20.15
2020,Zona rural,Zurgena,A04103,22.25
2020,Zona rural,"Tres Villas, Las",A04901,21.28
2020,Zona de densidad intermedia,"Ejido, El",A04902,16.67
2020,Zona de densidad intermedia,"Mojonera, La",A04903,15.82
2020,Zona rural,Balanegra,A04904,13.76
2020,Zona rural,Alcalá de los Gazules,A11001,34.67
2020,Zona rural,Alcalá del Valle,A11002,29.39
2020,Zona rural,Algar,A11003,30.25
2020,Ciudades,Algeciras,A11004,32.74
2020,Zona rural,Algodonales,A11005,29.68
2020,Zona de densidad intermedia,Arcos de la Frontera,A11006,40.59
2020,Zona de densidad intermedia,Barbate,A11007,44.25
2020,Zona de densidad intermedia,"Barrios, Los",A11008,28.28
2020,Zona rural,Benaocaz,A11009,25.75
2020,Zona de densidad intermedia,Bornos,A11010,33.69
2020,Zona rural,"Bosque, El",A11011,28.85
2020,Ciudades,Cádiz,A11012,31.3
2020,Zona rural,Castellar de la Frontera,A11013,28.35
2020,Zona de densidad intermedia,Conil de la Frontera,A11014,30.28
2020,Ciudades,Chiclana de la Frontera,A11015,35.68
2020,Zona de densidad intermedia,Chipiona,A11016,36.6
2020,Zona rural,Espera,A11017,31.25
2020,Zona rural,"Gastor, El",A11018,27.68
2020,Zona rural,Grazalema,A11019,29.64
2020,Ciudades,Jerez de la Frontera,A11020,34.62
2020,Zona rural,Jimena de la Frontera,A11021,29.32
2020,Ciudades,"Línea de la Concepción, La",A11022,43.16
2020,Zona de densidad intermedia,Medina Sidonia,A11023,34.14
2020,Zona de densidad intermedia,Olvera,A11024,25.79
2020,Zona de densidad intermedia,Paterna de Rivera,A11025,37.82
2020,Zona de densidad intermedia,Prado del Rey,A11026,37.09
2020,Ciudades,"Puerto de Santa María, El",A11027,32.81
2020,Zona de densidad intermedia,Puerto Real,A11028,32.59
2020,Zona de densidad intermedia,Puerto Serrano,A11029,24.71
2020,Zona de densidad intermedia,Rota,A11030,29.91
2020,Ciudades,San Fernando,A11031,35.16
2020,Ciudades,Sanlúcar de Barrameda,A11032,34.48
2020,Zona de densidad intermedia,San Roque,A11033,31.52
2020,Zona rural,Setenil de las Bodegas,A11034,23.59
2020,Zona de densidad intermedia,Tarifa,A11035,30.62
2020,Zona rural,Torre Alháquime,A11036,29.1
2020,Zona de densidad intermedia,Trebujena,A11037,26.77
2020,Zona de densidad intermedia,Ubrique,A11038,32.43
2020,Zona de densidad intermedia,Vejer de la Frontera,A11039,36.74
2020,Zona rural,Villaluenga del Rosario,A11040,20.5
2020,Zona de densidad intermedia,Villamartín,A11041,34.2
2020,Zona rural,Zahara,A11042,26.58
2020,Zona de densidad intermedia,Benalup-Casas Viejas,A11901,32.07
2020,Zona rural,San José del Valle,A11902,31.95
2020,Zona rural,San Martín del Tesorillo,A11903,
2020,Zona rural,Adamuz,A14001,20.68
2020,Zona de densidad intermedia,Aguilar de la Frontera,A14002,23.79
2020,Zona rural,Alcaracejos,A14003,25.66
2020,Zona rural,Almedinilla,A14004,19.68
2020,Zona de densidad intermedia,Almodóvar del Río,A14005,31.13
2020,Zona rural,Añora,A14006,24.28
2020,Zona de densidad intermedia,Baena,A14007,23.54
2020,Zona rural,Belalcázar,A14008,33.28
2020,Zona rural,Belmez,A14009,42.92
2020,Zona rural,Benamejí,A14010,23.64
2020,Zona rural,"Blázquez, Los",A14011,33.59
2020,Zona de densidad intermedia,Bujalance,A14012,24.65
2020,Zona de densidad intermedia,Cabra,A14013,24.09
2020,Zona rural,Cañete de las Torres,A14014,21.03
2020,Zona rural,Carcabuey,A14015,18.79
2020,Zona rural,Cardeña,A14016,23.16
2020,Zona de densidad intermedia,"Carlota, La",A14017,23.33
2020,Zona rural,"Carpio, El",A14018,27.68
2020,Zona de densidad intermedia,Castro del Río,A14019,20.79
2020,Zona rural,Conquista,A14020,24.33
2020,Ciudades,Córdoba,A14021,28.06
2020,Zona rural,Doña Mencía,A14022,22.42
2020,Zona rural,Dos Torres,A14023,22.52
2020,Zona rural,Encinas Reales,A14024,25.01
2020,Zona rural,Espejo,A14025,19.65
2020,Zona rural,Espiel,A14026,27.01
2020,Zona de densidad intermedia,Fernán-Núñez,A14027,23.16
2020,Zona rural,Fuente la Lancha,A14028,38.5
2020,Zona rural,Fuente Obejuna,A14029,36.42
2020,Zona de densidad intermedia,Fuente Palmera,A14030,20.6
2020,Zona rural,Fuente-Tójar,A14031,22.06
2020,Zona rural,"Granjuela, La",A14032,38.71
2020,Zona rural,Guadalcázar,A14033,24.7
2020,Zona rural,"Guijo, El",A14034,21.19
2020,Zona de densidad intermedia,Hinojosa del Duque,A14035,30.9
2020,Zona rural,Hornachuelos,A14036,22.79
2020,Zona rural,Iznájar,A14037,18.71
2020,Zona de densidad intermedia,Lucena,A14038,26.6
2020,Zona rural,Luque,A14039,23.39
2020,Zona de densidad intermedia,Montalbán de Córdoba,A14040,13.65
2020,Zona rural,Montemayor,A14041,21.91
2020,Zona de densidad intermedia,Montilla,A14042,22.57
2020,Zona de densidad intermedia,Montoro,A14043,24.2
2020,Zona rural,Monturque,A14044,21.21
2020,Zona rural,Moriles,A14045,23.21
2020,Zona de densidad intermedia,Nueva Carteya,A14046,20.36
2020,Zona rural,Obejo,A14047,29.44
2020,Zona rural,Palenciana,A14048,21.63
2020,Zona de densidad intermedia,Palma del Río,A14049,24.49
2020,Zona rural,Pedro Abad,A14050,26.39
2020,Zona rural,Pedroche,A14051,25.95
2020,Zona de densidad intermedia,Peñarroya-Pueblonuevo,A14052,40.82
2020,Zona de densidad intermedia,Posadas,A14053,24.08
2020,Zona de densidad intermedia,Pozoblanco,A14054,21.6
2020,Zona de densidad intermedia,Priego de Córdoba,A14055,23.87
2020,Zona de densidad intermedia,Puente Genil,A14056,27.93
2020,Zona de densidad intermedia,"Rambla, La",A14057,16.76
2020,Zona de densidad intermedia,Rute,A14058,19.22
2020,Zona rural,San Sebastián de los Ballesteros,A14059,21.66
2020,Zona rural,Santaella,A14060,19.59
2020,Zona rural,Santa Eufemia,A14061,26.92
2020,Zona rural,Torrecampo,A14062,21.94
2020,Zona rural,Valenzuela,A14063,19.16
2020,Zona rural,Valsequillo,A14064,28.04
2020,Zona rural,"Victoria, La",A14065,24.0
2020,Zona de densidad intermedia,Villa del Río,A14066,25.49
2020,Zona rural,Villafranca de Córdoba,A14067,24.67
2020,Zona rural,Villaharta,A14068,33.73
2020,Zona de densidad intermedia,Villanueva de Córdoba,A14069,21.77
2020,Zona rural,Villanueva del Duque,A14070,24.37
2020,Zona rural,Villanueva del Rey,A14071,31.37
2020,Zona rural,Villaralto,A14072,23.51
2020,Zona rural,Villaviciosa de Córdoba,A14073,28.21
2020,Zona rural,"Viso, El",A14074,25.39
2020,Zona rural,Zuheros,A14075,24.38
2020,Zona rural,Fuente Carreteros,A14901,
2020,Zona rural,"Guijarrosa, La",A14902,
2020,Zona rural,Agrón,A18001,32.97
2020,Zona rural,Alamedilla,A18002,26.63
2020,Zona de densidad intermedia,Albolote,A18003,23.5
2020,Zona rural,Albondón,A18004,22.84
2020,Zona rural,Albuñán,A18005,21.35
2020,Zona rural,Albuñol,A18006,16.97
2020,Zona rural,Albuñuelas,A18007,27.15
2020,Zona rural,Aldeire,A18010,26.99
2020,Zona de densidad intermedia,Alfacar,A18011,24.7
2020,Zona rural,Algarinejo,A18012,24.28
2020,Zona rural,Alhama de Granada,A18013,17.0
2020,Zona de densidad intermedia,Alhendín,A18014,24.65
2020,Zona rural,Alicún de Ortega,A18015,24.91
2020,Zona rural,Almegíjar,A18016,22.05
2020,Zona de densidad intermedia,Almuñécar,A18017,29.32
2020,Zona rural,Alquife,A18018,22.65
2020,Zona rural,Arenas del Rey,A18020,25.92
2020,Ciudades,Armilla,A18021,26.82
2020,Zona de densidad intermedia,Atarfe,A18022,27.37
2020,Zona de densidad intermedia,Baza,A18023,21.81
2020,Zona rural,Beas de Granada,A18024,19.52
2020,Zona rural,Beas de Guadix,A18025,30.98
2020,Zona rural,Benalúa,A18027,34.58
2020,Zona rural,Benalúa de las Villas,A18028,17.21
2020,Zona rural,Benamaurel,A18029,23.77
2020,Zona rural,Bérchules,A18030,20.17
2020,Zona rural,Bubión,A18032,28.88
2020,Zona rural,Busquístar,A18033,31.55
2020,Zona rural,Cacín,A18034,21.84
2020,Zona rural,Cádiar,A18035,25.11
2020,Ciudades,Cájar,A18036,21.64
2020,Zona rural,Calicasas,A18037,23.26
2020,Zona rural,Campotéjar,A18038,19.47
2020,Zona rural,Caniles,A18039,21.66
2020,Zona rural,Cáñar,A18040,33.67
2020,Zona rural,Capileira,A18042,22.2
2020,Zona rural,Carataunas,A18043,33.89
2020,Zona rural,Cástaras,A18044,14.95
2020,Zona rural,Castilléjar,A18045,25.74
2020,Zona rural,Castril,A18046,22.97
2020,Zona de densidad intermedia,Cenes de la Vega,A18047,26.24
2020,Zona rural,Cijuela,A18048,25.36
2020,Zona rural,Cogollos de Guadix,A18049,27.3
2020,Zona de densidad intermedia,Cogollos de la Vega,A18050,26.26
2020,Zona rural,Colomera,A18051,23.63
2020,Zona rural,Cortes de Baza,A18053,27.6
2020,Zona rural,Cortes y Graena,A18054,25.84
2020,Zona rural,Cúllar,A18056,21.17
2020,Zona de densidad intermedia,Cúllar Vega,A18057,24.61
2020,Zona de densidad intermedia,Chauchina,A18059,24.54
2020,Zona rural,Chimeneas,A18061,25.46
2020,Ciudades,Churriana de la Vega,A18062,25.56
2020,Zona rural,Darro,A18063,32.5
2020,Zona rural,Dehesas de Guadix,A18064,20.12
2020,Zona rural,Dehesas Viejas,A18065,21.23
2020,Zona rural,Deifontes,A18066,28.26
2020,Zona rural,Diezma,A18067,26.25
2020,Zona rural,Dílar,A18068,23.07
2020,Zona rural,Dólar,A18069,18.32
2020,Zona rural,Dúdar,A18070,17.7
2020,Zona de densidad intermedia,Dúrcal,A18071,29.73
2020,Zona rural,Escúzar,A18072,25.62
2020,Zona rural,Ferreira,A18074,16.23
2020,Zona rural,Fonelas,A18076,28.51
2020,Zona rural,Fornes,A18077,
2020,Zona rural,Freila,A18078,23.13
2020,Zona de densidad intermedia,Fuente Vaqueros,A18079,32.77
2020,Zona rural,Galera,A18082,27.22
2020,Zona rural,Gobernador,A18083,18.95
2020,Ciudades,Gójar,A18084,23.19
2020,Zona rural,Gor,A18085,22.81
2020,Zona rural,Gorafe,A18086,36.43
2020,Ciudades,Granada,A18087,28.4
2020,Zona rural,Guadahortuna,A18088,33.26
2020,Zona de densidad intermedia,Guadix,A18089,24.99
2020,Zona rural,Gualchos,A18093,14.67
2020,Zona rural,Güéjar Sierra,A18094,23.1
2020,Zona rural,Güevéjar,A18095,29.01
2020,Zona rural,Huélago,A18096,29.15
2020,Zona rural,Huéneja,A18097,19.23
2020,Zona de densidad intermedia,Huéscar,A18098,23.03
2020,Zona rural,Huétor de Santillán,A18099,25.17
2020,Zona de densidad intermedia,Huétor Tájar,A18100,20.37
2020,Ciudades,Huétor Vega,A18101,22.04
2020,Zona rural,Íllora,A18102,24.24
2020,Zona rural,Ítrabo,A18103,23.16
2020,Zona de densidad intermedia,Iznalloz,A18105,30.57
2020,Zona rural,Játar,A18106,12.34
2020,Zona rural,Jayena,A18107,28.8
2020,Zona rural,Jérez del Marquesado,A18108,31.59
2020,Zona rural,Jete,A18109,19.64
2020,Zona rural,Jun,A18111,21.87
2020,Zona rural,Juviles,A18112,23.91
2020,Zona rural,"Calahorra, La",A18114,27.77
2020,Zona rural,Láchar,A18115,27.12
2020,Zona rural,Lanjarón,A18116,31.2
2020,Zona rural,Lanteira,A18117,24.98
2020,Zona rural,Lecrín,A18119,22.84
2020,Zona rural,Lentegí,A18120,24.54
2020,Zona rural,Lobras,A18121,15.97
2020,Zona de densidad intermedia,Loja,A18122,23.57
2020,Zona rural,Lugros,A18123,18.32
2020,Zona rural,Lújar,A18124,11.95
2020,Zona rural,"Malahá, La",A18126,26.83
2020,Ciudades,Maracena,A18127,25.5
2020,Zona rural,Marchal,A18128,29.86
2020,Zona rural,Moclín,A18132,23.8
2020,Zona rural,Molvízar,A18133,26.89
2020,Ciudades,Monachil,A18134,26.26
2020,Zona rural,Montefrío,A18135,19.5
2020,Zona rural,Montejícar,A18136,20.95
2020,Zona rural,Montillana,A18137,18.7
2020,Zona rural,Moraleda de Zafayona,A18138,20.57
2020,Zona de densidad intermedia,Motril,A18140,24.5
2020,Zona rural,Murtas,A18141,24.21
2020,Zona rural,Nigüelas,A18143,23.51
2020,Zona de densidad intermedia,Nívar,A18144,21.32
2020,Ciudades,Ogíjares,A18145,22.34
2020,Zona rural,Orce,A18146,22.33
2020,Zona rural,Órgiva,A18147,32.72
2020,Zona rural,Otívar,A18148,19.76
2020,Zona de densidad intermedia,Villa de Otura,A18149,24.0
2020,Zona de densidad intermedia,Padul,A18150,27.71
2020,Zona rural,Pampaneira,A18151,25.15
2020,Zona rural,Pedro Martínez,A18152,29.82
2020,Zona de densidad intermedia,Peligros,A18153,24.91
2020,Zona rural,"Peza, La",A18154,27.3
2020,Zona rural,Pinos Genil,A18157,18.65
2020,Zona de densidad intermedia,Pinos Puente,A18158,36.41
2020,Zona rural,Píñar,A18159,23.54
2020,Zona rural,Polícar,A18161,18.05
2020,Zona rural,Polopos,A18162,15.05
2020,Zona rural,Pórtugos,A18163,21.6
2020,Zona rural,Puebla de Don Fadrique,A18164,20.74
2020,Ciudades,Pulianas,A18165,28.25
2020,Zona rural,Purullena,A18167,29.52
2020,Zona rural,Quéntar,A18168,30.08
2020,Zona rural,Rubite,A18170,22.36
2020,Zona rural,Salar,A18171,24.52
2020,Zona de densidad intermedia,Salobreña,A18173,28.53
2020,Zona rural,Santa Cruz del Comercio,A18174,17.63
2020,Zona de densidad intermedia,Santa Fe,A18175,32.31
2020,Zona rural,Soportújar,A18176,18.22
2020,Zona rural,Sorvilán,A18177,21.96
2020,Zona rural,Torre-Cardela,A18178,24.74
2020,Zona rural,Torvizcón,A18179,27.45
2020,Zona rural,Trevélez,A18180,20.36
2020,Zona rural,Turón,A18181,15.17
2020,Zona rural,Ugíjar,A18182,28.43
2020,Zona rural,Válor,A18183,26.94
2020,Zona rural,Vélez de Benaudalla,A18184,23.8
2020,Zona rural,Ventas de Huelma,A18185,24.68
2020,Zona rural,Villanueva de las Torres,A18187,35.16
2020,Zona rural,Villanueva Mesía,A18188,18.72
2020,Zona de densidad intermedia,Víznar,A18189,20.61
2020,Zona rural,Zafarraya,A18192,15.56
2020,Ciudades,"Zubia, La",A18193,24.31
2020,Zona rural,Zújar,A18194,22.78
2020,Zona rural,"Taha, La",A18901,31.3
2020,Zona rural,"Valle, El",A18902,25.45
2020,Zona rural,Nevada,A18903,30.53
2020,Zona rural,Alpujarra de la Sierra,A18904,20.68
2020,Ciudades,"Gabias, Las",A18905,26.73
2020,Zona rural,"Guájares, Los",A18906,23.38
2020,Zona rural,Valle del Zalabí,A18907,19.68
2020,Zona de densidad intermedia,Villamena,A18908,26.27
2020,Zona rural,Morelábor,A18909,23.12
2020,Zona rural,"Pinar, El",A18910,30.72
2020,Zona de densidad intermedia,Vegas del Genil,A18911,23.6
2020,Zona rural,Cuevas del Campo,A18912,23.5
2020,Zona rural,Zagra,A18913,20.57
2020,Zona rural,Valderrubio,A18914,23.24
2020,Zona rural,Domingo Pérez de Granada,A18915,26.26
2020,Zona rural,Torrenueva Costa,A18916,
2020,Zona rural,Alájar,A21001,34.04
2020,Zona de densidad intermedia,Aljaraque,A21002,20.28
2020,Zona rural,"Almendro, El",A21003,23.52
2020,Zona rural,Almonaster la Real,A21004,22.04
2020,Zona de densidad intermedia,Almonte,A21005,25.07
2020,Zona rural,Alosno,A21006,28.62
2020,Zona de densidad intermedia,Aracena,A21007,24.93
2020,Zona rural,Aroche,A21008,24.57
2020,Zona rural,Arroyomolinos de León,A21009,34.01
2020,Zona de densidad intermedia,Ayamonte,A21010,26.13
2020,Zona rural,Beas,A21011,23.42
2020,Zona rural,Berrocal,A21012,17.27
2020,Zona de densidad intermedia,Bollullos Par del Condado,A21013,23.13
2020,Zona de densidad intermedia,Bonares,A21014,14.07
2020,Zona rural,Cabezas Rubias,A21015,27.67
2020,Zona rural,Cala,A21016,35.36
2020,Zona rural,Calañas,A21017,26.5
2020,Zona rural,"Campillo, El",A21018,28.28
2020,Zona rural,Campofrío,A21019,25.85
2020,Zona rural,Cañaveral de León,A21020,31.85
2020,Zona de densidad intermedia,Cartaya,A21021,16.98
2020,Zona rural,Castaño del Robledo,A21022,37.7
2020,Zona rural,"Cerro de Andévalo, El",A21023,25.09
2020,Zona rural,Corteconcepción,A21024,29.8
2020,Zona rural,Cortegana,A21025,27.58
2020,Zona rural,Cortelazor,A21026,33.94
2020,Zona rural,Cumbres de Enmedio,A21027,38.89
2020,Zona rural,Cumbres de San Bartolomé,A21028,27.72
2020,Zona rural,Cumbres Mayores,A21029,29.8
2020,Zona rural,Chucena,A21030,24.48
2020,Zona rural,Encinasola,A21031,27.52
2020,Zona de densidad intermedia,Escacena del Campo,A21032,21.19
2020,Zona rural,Fuenteheridos,A21033,32.71
2020,Zona rural,Galaroza,A21034,29.05
2020,Zona de densidad intermedia,Gibraleón,A21035,23.1
2020,Zona rural,"Granada de Río-Tinto, La",A21036,29.62
2020,Zona rural,"Granado, El",A21037,23.3
2020,Zona rural,Higuera de la Sierra,A21038,29.7
2020,Zona rural,Hinojales,A21039,29.67
2020,Zona rural,Hinojos,A21040,17.48
2020,Ciudades,Huelva,A21041,28.94
2020,Zona de densidad intermedia,Isla Cristina,A21042,31.3
2020,Zona rural,Jabugo,A21043,31.52
2020,Zona de densidad intermedia,Lepe,A21044,20.98
2020,Zona rural,Linares de la Sierra,A21045,28.73
2020,Zona rural,Lucena del Puerto,A21046,7.5
2020,Zona rural,Manzanilla,A21047,26.41
2020,Zona rural,"Marines, Los",A21048,33.51
2020,Zona rural,Minas de Riotinto,A21049,25.81
2020,Zona de densidad intermedia,Moguer,A21050,14.75
2020,Zona rural,"Nava, La",A21051,38.34
2020,Zona rural,Nerva,A21052,29.22
2020,Zona rural,Niebla,A21053,26.3
2020,Zona de densidad intermedia,"Palma del Condado, La",A21054,23.81
2020,Zona de densidad intermedia,Palos de la Frontera,A21055,18.15
2020,Zona de densidad intermedia,Paterna del Campo,A21056,23.53
2020,Zona rural,Paymogo,A21057,28.2
2020,Zona rural,Puebla de Guzmán,A21058,26.33
2020,Zona rural,Puerto Moral,A21059,26.36
2020,Zona de densidad intermedia,Punta Umbría,A21060,28.71
2020,Zona de densidad intermedia,Rociana del Condado,A21061,23.32
2020,Zona rural,Rosal de la Frontera,A21062,26.06
2020,Zona rural,San Bartolomé de la Torre,A21063,17.92
2020,Zona de densidad intermedia,San Juan del Puerto,A21064,22.74
2020,Zona rural,Sanlúcar de Guadiana,A21065,24.86
2020,Zona rural,San Silvestre de Guzmán,A21066,20.76
2020,Zona rural,Santa Ana la Real,A21067,28.23
2020,Zona rural,Santa Bárbara de Casa,A21068,25.93
2020,Zona rural,Santa Olalla del Cala,A21069,28.87
2020,Zona de densidad intermedia,Trigueros,A21070,25.01
2020,Zona rural,Valdelarco,A21071,25.97
2020,Zona de densidad intermedia,Valverde del Camino,A21072,24.22
2020,Zona rural,Villablanca,A21073,16.93
2020,Zona rural,Villalba del Alcor,A21074,29.99
2020,Zona rural,Villanueva de las Cruces,A21075,23.11
2020,Zona rural,Villanueva de los Castillejos,A21076,19.0
2020,Zona rural,Villarrasa,A21077,24.3
2020,Zona rural,Zalamea la Real,A21078,27.28
2020,Zona rural,Zufre,A21079,28.61
2020,Zona rural,"Zarza-Perrunal, La",A21902,
2020,Zona rural,Albanchez de Mágina,A23001,23.46
2020,Zona de densidad intermedia,Alcalá la Real,A23002,17.19
2020,Zona de densidad intermedia,Alcaudete,A23003,19.91
2020,Zona rural,Aldeaquemada,A23004,22.32
2020,Zona de densidad intermedia,Andújar,A23005,30.25
2020,Zona de densidad intermedia,Arjona,A23006,20.54
2020,Zona rural,Arjonilla,A23007,22.2
2020,Zona rural,Arquillos,A23008,21.92
2020,Zona de densidad intermedia,Baeza,A23009,20.88
2020,Zona de densidad intermedia,Bailén,A23010,30.92
2020,Zona rural,Baños de la Encina,A23011,27.03
2020,Zona rural,Beas de Segura,A23012,21.7
2020,Zona rural,Begíjar,A23014,24.56
2020,Zona rural,Bélmez de la Moraleda,A23015,26.08
2020,Zona rural,Benatae,A23016,15.07
2020,Zona rural,Cabra del Santo Cristo,A23017,22.79
2020,Zona rural,Cambil,A23018,23.99
2020,Zona rural,Campillo de Arenas,A23019,18.82
2020,Zona de densidad intermedia,Canena,A23020,16.9
2020,Zona rural,Carboneros,A23021,22.74
2020,Zona de densidad intermedia,"Carolina, La",A23024,35.85
2020,Zona rural,Castellar,A23025,20.37
2020,Zona rural,Castillo de Locubín,A23026,16.27
2020,Zona rural,Cazalilla,A23027,24.84
2020,Zona de densidad intermedia,Cazorla,A23028,22.28
2020,Zona rural,Chiclana de Segura,A23029,14.56
2020,Zona rural,Chilluévar,A23030,22.71
2020,Zona rural,Escañuela,A23031,22.45
2020,Zona rural,Espeluy,A23032,27.53
2020,Zona rural,Frailes,A23033,16.27
2020,Zona rural,Fuensanta de Martos,A23034,20.17
2020,Zona rural,Fuerte del Rey,A23035,18.76
2020,Zona rural,Génave,A23037,20.77
2020,Zona rural,"Guardia de Jaén, La",A23038,18.74
2020,Zona rural,Guarromán,A23039,32.54
2020,Zona rural,Lahiguera,A23040,22.22
2020,Zona rural,Higuera de Calatrava,A23041,19.06
2020,Zona rural,Hinojares,A23042,21.28
2020,Zona rural,Hornos,A23043,22.06
2020,Zona de densidad intermedia,Huelma,A23044,22.68
2020,Zona rural,Huesa,A23045,19.95
2020,Zona rural,Ibros,A23046,24.22
2020,Zona rural,"Iruela, La",A23047,21.39
2020,Zona rural,Iznatoraf,A23048,17.09
2020,Zona rural,Jabalquinto,A23049,23.46
2020,Ciudades,Jaén,A23050,22.37
2020,Zona de densidad intermedia,Jamilena,A23051,20.72
2020,Zona rural,Jimena,A23052,16.82
2020,Zona de densidad intermedia,Jódar,A23053,21.18
2020,Zona rural,Larva,A23054,18.48
2020,Ciudades,Linares,A23055,32.9
2020,Zona rural,Lopera,A23056,23.05
2020,Zona rural,Lupión,A23057,24.0
2020,Zona de densidad intermedia,Mancha Real,A23058,18.57
2020,Zona de densidad intermedia,Marmolejo,A23059,23.88
2020,Zona de densidad intermedia,Martos,A23060,19.02
2020,Zona de densidad intermedia,Mengíbar,A23061,27.2
2020,Zona rural,Montizón,A23062,19.3
2020,Zona rural,Navas de San Juan,A23063,19.08
2020,Zona rural,Noalejo,A23064,17.57
2020,Zona rural,Orcera,A23065,22.77
2020,Zona de densidad intermedia,Peal de Becerro,A23066,19.82
2020,Zona rural,Pegalajar,A23067,20.14
2020,Zona de densidad intermedia,Porcuna,A23069,18.69
